name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Pseudomonas sp. SWI36	2083052	S	26	22	48	0.00001
Pseudomonas sp. 43A	2743971	S	25	1	26	0.00001
Pseudomonas sp. R2A2	2213057	S	24	6	30	0.00001
Pseudomonas sp. ACM7	2052956	S	21	0	21	0.00001
Pseudomonas sp. OIL-1	2706126	S	21	0	21	0.00001
Pseudomonas sp. DR 5-09	1534110	S	20	2	22	0.00001
Pseudomonas sp. 11K1	2505979	S	19	0	19	0.00001
Pseudomonas sp. Z003-0.4C(8344-21)	1855380	S	19	2	21	0.00001
Pseudomonas sp. TKP	1415630	S	16	11	27	0.00001
Pseudomonas sp. s211(2017)	2045200	S	16	22	38	0.00001
Pseudomonas sp. BJP69	2597770	S	16	8	24	0.00001
Pseudomonas sp. R84	1573712	S	15	1	16	0.00000
Pseudomonas sp. SWI44	2083053	S	14	52	66	0.00002
Pseudomonas sp. MRSN12121	1611770	S	14	4	18	0.00000
Pseudomonas sp. S150	2559074	S	13	4	17	0.00000
Pseudomonas sp. FDAARGOS_761	2545800	S	12	56	68	0.00002
Pseudomonas sp. CMR12a	658629	S	12	15	27	0.00001
Pseudomonas sp. C27(2019)	2604941	S	11	0	11	0.00000
Pseudomonas sp. B10	118613	S	11	1	12	0.00000
Pseudomonas sp. J380	2605424	S	10	4	14	0.00000
Pseudomonas sp. ATCC 43928	676210	S	10	10	20	0.00001
Pseudomonas sp. TMW 2.1634	1886807	S	10	12	22	0.00001
Pseudomonas sp. PONIH3	1636610	S	9	5	14	0.00000
Pseudomonas sp. CFSAN084952	2664899	S	9	10	19	0.00000
Pseudomonas sp. DTU12.1	2654238	S	9	12	21	0.00001
Pseudomonas sp. Os17	1500686	S	9	8	17	0.00000
Pseudomonas sp. BIOMIG1BAC	1758730	S	9	10	19	0.00001
Pseudomonas sp. phDV1	253237	S	9	4	13	0.00000
Pseudomonas sp. 09C 129	2054915	S	9	3	12	0.00000
Pseudomonas sp. B14-6	2738843	S	9	5	14	0.00000
Pseudomonas sp. LG1D9	2083054	S	9	12	21	0.00001
Pseudomonas sp. St29	1500687	S	8	7	15	0.00000
Pseudomonas sp. SWI6	2083051	S	8	47	55	0.00001
Pseudomonas sp. R2-37-08W	1173273	S	7	12	19	0.00001
Pseudomonas sp. SWI7	2587597	S	7	15	22	0.00001
Pseudomonas sp. LTJR-52	2479392	S	7	0	7	0.00000
Pseudomonas sp. R3-18-08	1173283	S	7	7	14	0.00000
Pseudomonas sp. LH1G9	2083055	S	7	4	11	0.00000
Pseudomonas sp. R2-7-07	658641	S	6	24	30	0.00001
Pseudomonas sp. RU47	2005388	S	6	5	11	0.00000
Pseudomonas sp. R4-39-08	1173288	S	5	12	17	0.00000
Pseudomonas sp. bs2935	1761895	S	5	99	104	0.00003
Pseudomonas sp. GR 6-02	1659194	S	4	4	8	0.00000
Pseudomonas sp. R3-52-08	1173284	S	4	9	13	0.00000
Pseudomonas sp. S49	1573720	S	4	3	7	0.00000
Pseudomonas sp. R4-35-07	658643	S	3	8	11	0.00000
Pseudomonas sp. A214	1855331	S	3	3	6	0.00000
Pseudomonas sp. R1-43-08	1173270	S	3	7	10	0.00000
Pseudomonas sp. L22-9	2681983	S	2	2	4	0.00000
Pseudomonas sp. AK6U	1978467	S	2	20	22	0.00001
Pseudomonas sp. R2-60-08W	1173280	S	1	2	3	0.00000
Pseudomonas sp. QZS01	2213226	S	1	0	1	0.00000
Pseudomonas sp. R4-34-07	658642	S	1	2	3	0.00000
Pseudomonas sp. KUIN-1	2609418	S	1	2	3	0.00000
Pseudomonas fluorescens	294	S	798	203	1001	0.00026
Pseudomonas orientalis	76758	S	218	20	238	0.00006
Pseudomonas synxantha	47883	S	185	52	237	0.00006
Pseudomonas azotoformans	47878	S	171	29	200	0.00005
Pseudomonas protegens	380021	S	157	4	161	0.00004
Pseudomonas trivialis	200450	S	122	14	136	0.00004
Pseudomonas poae	200451	S	110	20	130	0.00003
Pseudomonas rhodesiae	76760	S	103	6	109	0.00003
Pseudomonas tolaasii	29442	S	69	4	73	0.00002
Pseudomonas mucidolens	46679	S	66	2	68	0.00002
Pseudomonas brenneri	129817	S	59	5	64	0.00002
Pseudomonas cedrina	651740	S	59	6	65	0.00002
Pseudomonas corrugata	47879	S	49	3	52	0.00001
Pseudomonas mediterranea	183795	S	45	4	49	0.00001
Pseudomonas veronii	76761	S	37	13	50	0.00001
Pseudomonas extremorientalis	169669	S	33	8	41	0.00001
Pseudomonas libanensis	75588	S	28	17	45	0.00001
Pseudomonas mandelii	75612	S	14	7	21	0.00001
Pseudomonas stutzeri	316	S	726	39	765	0.00020
Pseudomonas balearica	74829	S	100	14	114	0.00003
Pseudomonas xanthomarina	271420	S	51	1	52	0.00001
Pseudomonas luteola	47886	S	8	0	8	0.00000
Pseudomonas chlororaphis	587753	S	442	45	487	0.00013
Pseudomonas taetrolens	47884	S	46	0	46	0.00001
Psychrobacter sp. FME2	86185	S	46	0	46	0.00001
Pseudomonas fragi	296	S	31	10	41	0.00001
Pseudomonas syringae	317	S	205	156	361	0.00009
Pseudomonas amygdali	47877	S	49	35	84	0.00002
Pseudomonas asturiensis	1190415	S	47	0	47	0.00001
Pseudomonas cichorii	36746	S	43	0	43	0.00001
Pseudomonas viridiflava	33069	S	41	0	41	0.00001
Pseudomonas coronafaciens	53409	S	38	0	38	0.00001
Pseudomonas fuscovaginae	50340	S	18	2	20	0.00001
Pseudomonas syringae group genomosp. 3	251701	S	15	33	48	0.00001
Pseudomonas entomophila	312306	S	188	5	193	0.00005
Pseudomonas psychrotolerans	237610	S	161	1	162	0.00004
Pseudomonas otitidis	319939	S	156	1	157	0.00004
Pseudomonas oryzae	1392877	S	139	1	140	0.00004
Pseudomonas knackmussii	65741	S	128	1	129	0.00003
Pseudomonas parafulva	157782	S	123	6	129	0.00003
Pseudomonas frederiksbergensis	104087	S	109	6	115	0.00003
Pseudomonas guangdongensis	1245526	S	102	0	102	0.00003
Pseudomonas antarctica	219572	S	95	3	98	0.00003
Pseudomonas alkylphenolica	237609	S	92	1	93	0.00002
Pseudomonas denitrificans (nom. rej.)	43306	S	89	1	90	0.00002
Pseudomonas lactis	1615674	S	88	15	103	0.00003
Pseudomonas cremoricolorata	157783	S	81	0	81	0.00002
Pseudomonas graminis	158627	S	79	0	79	0.00002
Pseudomonas extremaustralis	359110	S	75	2	77	0.00002
Pseudomonas rhizosphaerae	216142	S	75	0	75	0.00002
Pseudomonas vancouverensis	95300	S	68	1	69	0.00002
Pseudomonas pohangensis	364197	S	68	0	68	0.00002
Pseudomonas umsongensis	198618	S	67	1	68	0.00002
Pseudomonas lurida	244566	S	66	2	68	0.00002
Pseudomonas koreensis	198620	S	66	4	70	0.00002
Pseudomonas palleroniana	191390	S	65	1	66	0.00002
Pseudomonas sabulinigri	472181	S	58	0	58	0.00002
Pseudomonas saudiphocaensis	1499686	S	54	0	54	0.00001
Pseudomonas marincola	437900	S	54	0	54	0.00001
Pseudomonas moraviensis	321662	S	51	4	55	0.00001
Pseudomonas prosekii	1148509	S	43	0	43	0.00001
Pseudomonas reinekei	395598	S	43	0	43	0.00001
Pseudomonas brassicacearum	930166	S	40	26	66	0.00002
Pseudomonas agarici	46677	S	40	0	40	0.00001
Pseudomonas pelagia	553151	S	39	0	39	0.00001
Pseudomonas simiae	321846	S	39	1	40	0.00001
Pseudomonas litoralis	797277	S	37	0	37	0.00001
Pseudomonas kribbensis	1628086	S	37	1	38	0.00001
Pseudomonas versuta	1788301	S	37	0	37	0.00001
Pseudomonas xinjiangensis	487184	S	34	0	34	0.00001
Pseudomonas arsenicoxydans	702115	S	34	0	34	0.00001
Pseudomonas sihuiensis	1274359	S	31	5	36	0.00001
Pseudomonas lini	163011	S	31	0	31	0.00001
Pseudomonas asplenii	53407	S	30	4	34	0.00001
Pseudomonas psychrophila	122355	S	27	0	27	0.00001
Pseudomonas thivervalensis	86265	S	24	0	24	0.00001
Pseudomonas silesiensis	1853130	S	21	0	21	0.00001
Pseudomonas soli	1306993	S	19	11	30	0.00001
Pseudomonas alcaliphila	101564	S	19	2	21	0.00001
Pseudomonas salegens	1434072	S	18	0	18	0.00000
Candidatus Pseudomonas adelgestsugas	1302376	S	12	0	12	0.00000
Pseudomonas granadensis	1421430	S	10	1	11	0.00000
Pseudomonas cerasi	1583341	S	8	4	12	0.00000
Azotobacter chroococcum	353	S	89	20	109	0.00003
Azotobacter salinestris	69964	S	63	15	78	0.00002
Azotobacter vinelandii	354	S	53	0	53	0.00001
Permianibacter aggregans	1510150	S	26	0	26	0.00001
Pseudomonadaceae bacterium SI-3	2079806	S	7	0	7	0.00000
Oblitimonas alkaliphila	1697053	S	3	0	3	0.00000
Moraxella osloensis	34062	S	245219	1637	246856	0.06407
Moraxella catarrhalis	480	S	10	0	10	0.00000
Moraxella bovoculi	386891	S	5	0	5	0.00000
Moraxella cuniculi	34061	S	3	0	3	0.00000
Moraxella bovis	476	S	1	0	1	0.00000
Moraxella ovis	29433	S	1	0	1	0.00000
Acinetobacter venetianus	52133	S	88	17	105	0.00003
Acinetobacter ursingii	108980	S	81	13	94	0.00002
Acinetobacter sp. WCHAc010034	1879049	S	11	1	12	0.00000
Acinetobacter sp. 10FS3-1	2563897	S	8	4	12	0.00000
Acinetobacter sp. ACNIH2	1758189	S	7	1	8	0.00000
Acinetobacter sp. TTH0-4	1646498	S	5	0	5	0.00000
Acinetobacter sp. 185	2715163	S	5	0	5	0.00000
Acinetobacter sp. FDAARGOS_724	2545797	S	4	9	13	0.00000
Acinetobacter sp. TGL-Y2	1407071	S	3	0	3	0.00000
Acinetobacter sp. WCHA45	2004644	S	2	0	2	0.00000
Acinetobacter sp. NEB149	2725684	S	1	4	5	0.00000
Acinetobacter sp. 323-1	2715164	S	1	0	1	0.00000
Acinetobacter sp. dk386	2662362	S	1	0	1	0.00000
Acinetobacter schindleri	108981	S	28	7	35	0.00001
Acinetobacter lactucae	1785128	S	8	1	9	0.00000
Acinetobacter nosocomialis	106654	S	7	1	8	0.00000
Acinetobacter baumannii	470	S	6	34	40	0.00001
Acinetobacter pittii	48296	S	4	3	7	0.00000
Acinetobacter wuhouensis	1879050	S	21	4	25	0.00001
Acinetobacter indicus	756892	S	18	3	21	0.00001
Acinetobacter cumulans	2136182	S	14	1	15	0.00000
Acinetobacter lwoffii	28090	S	10	16	26	0.00001
Acinetobacter johnsonii	40214	S	6	6	12	0.00000
Acinetobacter defluvii	1871111	S	6	1	7	0.00000
Acinetobacter towneri	202956	S	4	6	10	0.00000
Acinetobacter haemolyticus	29430	S	3	1	4	0.00000
Acinetobacter dispersus	70348	S	3	0	3	0.00000
Acinetobacter baylyi	202950	S	2	0	2	0.00000
Acinetobacter soli	487316	S	2	0	2	0.00000
Acinetobacter equi	1324350	S	2	0	2	0.00000
Acinetobacter larvae	1789224	S	2	0	2	0.00000
Acinetobacter junii	40215	S	2	0	2	0.00000
Acinetobacter tandoii	202954	S	1	0	1	0.00000
Acinetobacter gyllenbergii	134534	S	1	0	1	0.00000
Acinetobacter bereziniae	106648	S	1	0	1	0.00000
Acinetobacter radioresistens	40216	S	1	0	1	0.00000
Psychrobacter sp. P2G3	1699622	S	31	17	48	0.00001
Psychrobacter sp. P11F6	1699621	S	11	3	14	0.00000
Psychrobacter sp. AntiMn-1	1720344	S	5	0	5	0.00000
Psychrobacter sp. P11G5	1699624	S	2	1	3	0.00000
Psychrobacter arcticus	334543	S	3	0	3	0.00000
Psychrobacter urativorans	45610	S	1	0	1	0.00000
Psychrobacter cryohalolentis	330922	S	1	5	6	0.00000
Stenotrophomonas maltophilia	40324	S	3568	3627	7195	0.00187
Stenotrophomonas sp. ESTM1D_MKCIP4_1	2072414	S	289	72	361	0.00009
Stenotrophomonas sp. ZAC14D2_NAIMI4_7	2072405	S	189	164	353	0.00009
Stenotrophomonas sp. SAU14A_NAIMI4_5	2072413	S	156	68	224	0.00006
Stenotrophomonas sp. YAU14D1_LEIMI4_1	2072407	S	95	149	244	0.00006
Stenotrophomonas sp. ZAC14D2_NAIMI4_6	2072406	S	83	155	238	0.00006
Stenotrophomonas sp. ZAC14A_NAIMI4_1	2072412	S	64	117	181	0.00005
Stenotrophomonas sp. YAU14A_MKIMI4_1	2072408	S	26	192	218	0.00006
Stenotrophomonas sp. SAU14A_NAIMI4_8	2072409	S	16	118	134	0.00003
Stenotrophomonas rhizophila	216778	S	1680	381	2061	0.00053
Stenotrophomonas sp. LM091	1904944	S	570	234	804	0.00021
Stenotrophomonas sp. 364	2691571	S	379	103	482	0.00013
Stenotrophomonas sp. NA06056	2742129	S	167	60	227	0.00006
Stenotrophomonas sp. G4	2303750	S	93	115	208	0.00005
Stenotrophomonas sp. WZN-1	2005046	S	78	86	164	0.00004
Stenotrophomonas sp. DAIF1	2546450	S	44	211	255	0.00007
Stenotrophomonas sp. pho	2211160	S	39	145	184	0.00005
Stenotrophomonas sp. ASS1	2282124	S	36	85	121	0.00003
Stenotrophomonas sp. Pemsol	2040586	S	26	78	104	0.00003
Stenotrophomonas sp. MYb57	1827305	S	24	113	137	0.00004
Stenotrophomonas acidaminiphila	128780	S	1519	348	1867	0.00048
Xanthomonas campestris	339	S	1209	216	1425	0.00037
Xanthomonas translucens	343	S	925	92	1017	0.00026
Xanthomonas sacchari	56458	S	810	159	969	0.00025
Xanthomonas hortorum	56454	S	587	167	754	0.00020
Xanthomonas hyacinthi	56455	S	449	91	540	0.00014
Xanthomonas albilineans	29447	S	401	15	416	0.00011
Xanthomonas vesicatoria	56460	S	397	163	560	0.00015
Xanthomonas arboricola	56448	S	385	308	693	0.00018
Xanthomonas oryzae	347	S	381	57	438	0.00011
Xanthomonas citri	346	S	364	1948	2312	0.00060
Xanthomonas cucurbitae	56453	S	350	31	381	0.00010
Xanthomonas vasicola	56459	S	285	54	339	0.00009
Xanthomonas fragariae	48664	S	263	19	282	0.00007
Xanthomonas cassavae	56450	S	199	35	234	0.00006
Xanthomonas axonopodis	53413	S	147	158	305	0.00008
Xanthomonas euvesicatoria	456327	S	88	660	748	0.00019
Xanthomonas phaseoli	1985254	S	57	41	98	0.00003
Xanthomonas perforans	442694	S	20	156	176	0.00005
Lysobacter enzymogenes	69	S	1164	353	1517	0.00039
Lysobacter soli	453783	S	929	112	1041	0.00027
Lysobacter alkalisoli	2591633	S	745	77	822	0.00021
Lysobacter capsici	435897	S	731	206	937	0.00024
Lysobacter antibioticus	84531	S	709	171	880	0.00023
Lysobacter gummosus	262324	S	642	200	842	0.00022
Lysobacter maris	1605891	S	633	100	733	0.00019
Lysobacter oculi	2698682	S	490	41	531	0.00014
Lysobacter sp. TY2-98	2290922	S	306	22	328	0.00009
Lysobacter sp. HDW10	2714936	S	81	3	84	0.00002
Lysobacter lycopersici	1324796	S	362	21	383	0.00010
Pseudoxanthomonas suwonensis	314722	S	1904	428	2332	0.00061
Pseudoxanthomonas spadix	415229	S	994	240	1234	0.00032
Luteimonas sp. Gr-4	1176533	S	354	33	387	0.00010
Luteimonas sp. YGD11-2	2508168	S	294	81	375	0.00010
Luteimonas sp. JM171	1896164	S	283	16	299	0.00008
Luteimonas chenhongjianii	2006110	S	398	31	429	0.00011
Luteimonas yindakuii	2565782	S	314	67	381	0.00010
Thermomonas sp. HDW16	2714945	S	452	65	517	0.00013
Thermomonas sp. SY21	2202149	S	414	108	522	0.00014
Arenimonas daejeonensis	370777	S	488	24	512	0.00013
Pseudolysobacter antarcticus	2511995	S	149	1	150	0.00004
Xylella taiwanensis	1444770	S	52	1	53	0.00001
Xylella fastidiosa	2371	S	27	1	28	0.00001
Dyella thiooxydans	445710	S	190	24	214	0.00006
Dyella japonica	231455	S	134	10	144	0.00004
Dyella sp. M7H15-1	2501295	S	46	2	48	0.00001
Rhodanobacter denitrificans	666685	S	162	20	182	0.00005
Rhodanobacter glycinis	582702	S	148	15	163	0.00004
Luteibacter pinisoli	2589080	S	171	15	186	0.00005
Luteibacter rhizovicinus	242606	S	126	10	136	0.00004
Dokdonella koreensis	323415	S	242	6	248	0.00006
Aerosticca soli	2010829	S	141	9	150	0.00004
Ahniella affigens	2021234	S	70	0	70	0.00002
Frateuria aurantia	81475	S	41	4	45	0.00001
Klebsiella aerogenes	548	S	39	4	43	0.00001
Klebsiella pneumoniae	573	S	36	94	130	0.00003
Klebsiella oxytoca	571	S	17	10	27	0.00001
Klebsiella variicola	244366	S	11	9	20	0.00001
Klebsiella michiganensis	1134687	S	7	7	14	0.00000
Klebsiella quasipneumoniae	1463165	S	3	11	14	0.00000
Klebsiella huaxiensis	2153354	S	3	0	3	0.00000
Klebsiella sp. LTGPAF-6F	1905288	S	2	25	27	0.00001
Klebsiella sp. FDAARGOS_511	2488567	S	1	0	1	0.00000
Klebsiella grimontii	2058152	S	1	3	4	0.00000
Enterobacter cloacae	550	S	37	39	76	0.00002
Enterobacter asburiae	61645	S	14	14	28	0.00001
Enterobacter roggenkampii	1812935	S	13	7	20	0.00001
Enterobacter hormaechei	158836	S	10	35	45	0.00001
Enterobacter cancerogenus	69218	S	8	0	8	0.00000
Enterobacter chengduensis	2494701	S	7	1	8	0.00000
Enterobacter kobei	208224	S	5	9	14	0.00000
Enterobacter cloacae complex sp.	2027919	S	5	4	9	0.00000
Enterobacter sichuanensis	2071710	S	1	0	1	0.00000
Enterobacter sp. E76	2596949	S	13	3	16	0.00000
Enterobacter sp. SA187	1914861	S	5	0	5	0.00000
Enterobacter sp. 638	399742	S	3	0	3	0.00000
Enterobacter soli	885040	S	6	0	6	0.00000
Enterobacter bugandensis	881260	S	4	0	4	0.00000
Cronobacter dublinensis	413497	S	23	4	27	0.00001
Cronobacter condimenti	1163710	S	15	2	17	0.00000
Cronobacter sakazakii	28141	S	12	6	18	0.00000
Cronobacter turicensis	413502	S	11	3	14	0.00000
Cronobacter malonaticus	413503	S	7	4	11	0.00000
Cronobacter universalis	535744	S	6	3	9	0.00000
Cronobacter muytjensii	413501	S	5	19	24	0.00001
Citrobacter sp. LY-1	2546350	S	10	2	12	0.00000
Citrobacter sp. CRE-46	1703250	S	7	18	25	0.00001
Citrobacter sp. NMI7904_11	2653932	S	5	1	6	0.00000
Citrobacter sp. FDAARGOS_156	1702170	S	2	3	5	0.00000
Citrobacter sp. SNU WT2	2562449	S	1	0	1	0.00000
Citrobacter freundii	546	S	6	14	20	0.00001
Citrobacter werkmanii	67827	S	4	2	6	0.00000
Citrobacter freundii complex sp. CFNIH3	2077147	S	2	4	6	0.00000
Citrobacter freundii complex sp. CFNIH2	2066049	S	1	0	1	0.00000
Citrobacter koseri	545	S	11	11	22	0.00001
Citrobacter amalonaticus	35703	S	5	7	12	0.00000
Citrobacter farmeri	67824	S	3	1	4	0.00000
Citrobacter rodentium	67825	S	3	0	3	0.00000
Escherichia coli	562	S	58	308	366	0.00010
Escherichia albertii	208962	S	19	4	23	0.00001
Escherichia fergusonii	564	S	13	2	15	0.00000
Escherichia marmotae	1499973	S	3	0	3	0.00000
Escherichia sp. E4742	2044467	S	2	0	2	0.00000
Leclercia sp. 29361	2714951	S	11	2	13	0.00000
Leclercia sp. W6	2282310	S	4	3	7	0.00000
Leclercia sp. LSNIH1	1920114	S	3	10	13	0.00000
Leclercia sp. W17	2282309	S	3	3	6	0.00000
Leclercia sp. J807	2681307	S	1	0	1	0.00000
Leclercia sp. 119287	2681308	S	1	2	3	0.00000
Leclercia adecarboxylata	83655	S	17	37	54	0.00001
Cedecea neteri	158822	S	51	4	55	0.00001
Cedecea lapagei	158823	S	11	1	12	0.00000
Cedecea sp. FDAARGOS_727	2545798	S	5	0	5	0.00000
Pluralibacter gergoviae	61647	S	51	4	55	0.00001
[Enterobacter] lignolyticus	1334193	S	19	0	19	0.00001
Raoultella planticola	575	S	9	2	11	0.00000
Raoultella ornithinolytica	54291	S	7	25	32	0.00001
Raoultella terrigena	577	S	5	4	9	0.00000
Raoultella electrica	1259973	S	2	0	2	0.00000
Raoultella sp. NCTC 9189	2583577	S	2	4	6	0.00000
Kosakonia cowanii	208223	S	16	6	22	0.00001
Kosakonia arachidis	551989	S	8	0	8	0.00000
Kosakonia sacchari	1158459	S	8	1	9	0.00000
Kosakonia sp. CCTCC M2018092	2492396	S	4	2	6	0.00000
Kosakonia oryzae	497725	S	2	8	10	0.00000
Salmonella enterica	28901	S	45	105	150	0.00004
Salmonella bongori	54736	S	2	0	2	0.00000
Gibbsiella quercinecans	929813	S	24	0	24	0.00001
Enterobacteriaceae bacterium strain FGI 57	693444	S	9	0	9	0.00000
Plautia stali symbiont	891974	S	3	0	3	0.00000
Enterobacteriaceae endosymbiont of Macroplea appendiculata	2675790	S	3	0	3	0.00000
Enterobacteriaceae endosymbiont of Donacia provostii	2675781	S	2	0	2	0.00000
Enterobacteriaceae bacterium ENNIH1	2066051	S	2	1	3	0.00000
Lelliottia amnigena	61646	S	8	0	8	0.00000
Lelliottia sp. WB101	2153385	S	8	1	9	0.00000
Lelliottia nimipressuralis	69220	S	2	0	2	0.00000
Shimwellia blattae	563	S	16	0	16	0.00000
Buttiauxella sp. 3AFRM03	2479367	S	11	0	11	0.00000
Buttiauxella agrestis	82977	S	1	0	1	0.00000
Candidatus Hamiltonella defensa	138072	S	7	0	7	0.00000
Blochmannia endosymbiont of Camponotus (Colobopsis) obliquus	1505597	S	3	0	3	0.00000
secondary endosymbiont of Trabutina mannipara	1835721	S	2	0	2	0.00000
Kluyvera sp. PO2S7	2705459	S	7	0	7	0.00000
Kluyvera intermedia	61648	S	5	0	5	0.00000
Yokenella regensburgei	158877	S	11	0	11	0.00000
Scandinavium goeteborgense	1851514	S	8	0	8	0.00000
Atlantibacter hermannii	565	S	8	0	8	0.00000
Izhakiella sp. KSNA2	2579935	S	5	0	5	0.00000
Pseudescherichia vulneris	566	S	5	0	5	0.00000
Limnobaculum parvum	2172103	S	3	0	3	0.00000
Shigella boydii	621	S	2	13	15	0.00000
Candidatus Moranella endobia	1048758	S	1	0	1	0.00000
Serratia marcescens	615	S	107	134	241	0.00006
Serratia fonticola	47917	S	29	7	36	0.00001
Serratia plymuthica	82996	S	21	4	25	0.00001
Serratia sp. ATCC 39006	104623	S	6	0	6	0.00000
Serratia sp. SCBI	488142	S	5	36	41	0.00001
Serratia sp. KUDC3025	2597702	S	4	2	6	0.00000
Serratia sp. 3ACOL1	2448483	S	3	4	7	0.00000
Serratia sp. FGI94	671990	S	1	0	1	0.00000
Serratia sp. MYb239	2033438	S	1	4	5	0.00000
Serratia sp. P2ACOL2	2482769	S	1	2	3	0.00000
Serratia odorifera	618	S	18	1	19	0.00001
Serratia rubidaea	61652	S	16	12	28	0.00001
Serratia quinivorans	137545	S	8	10	18	0.00000
Serratia surfactantfaciens	2741499	S	8	3	11	0.00000
Serratia liquefaciens	614	S	7	6	13	0.00000
Serratia proteamaculans	28151	S	4	7	11	0.00000
