name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Rhodoferax koreense	1842727	S	1178	68	1246	0.00033
Rhodoferax sp. BAB1	2741720	S	1122	59	1181	0.00031
Rhodoferax sediminis	2509614	S	792	27	819	0.00022
Rhodoferax saidenbachensis	1484693	S	435	13	448	0.00012
Rhodoferax ferrireducens	192843	S	371	10	381	0.00010
Rhodoferax antarcticus	81479	S	280	9	289	0.00008
Ramlibacter tataouinensis	94132	S	2670	70	2740	0.00072
Delftia tsuruhatensis	180282	S	510	350	860	0.00023
Delftia sp. HK171	1920191	S	110	236	346	0.00009
Delftia sp. Cs1-4	742013	S	107	210	317	0.00008
Delftia acidovorans	80866	S	226	563	789	0.00021
Polaromonas sp. JS666	296591	S	559	691	1250	0.00033
Polaromonas naphthalenivorans	216465	S	620	29	649	0.00017
Polaromonas vacuolata	37448	S	40	3	43	0.00001
Diaphorobacter sp. HDW4A	2714924	S	453	70	523	0.00014
Diaphorobacter sp. HDW4B	2714925	S	428	27	455	0.00012
Diaphorobacter sp. JS3050	2735554	S	147	924	1071	0.00028
Diaphorobacter polyhydroxybutyrativorans	1546149	S	184	588	772	0.00020
Ottowia oryzae	2109914	S	844	19	863	0.00023
Ottowia sp. oral taxon 894	1658672	S	212	2	214	0.00006
Alicycliphilus denitrificans	179636	S	1023	422	1445	0.00038
Hylemonella gracilis	80880	S	882	12	894	0.00024
Pulveribacter suum	2116657	S	737	26	763	0.00020
Serpentinomonas mccroryi	1458426	S	385	23	408	0.00011
Serpentinomonas raichei	1458425	S	303	18	321	0.00008
Melaminivora sp. SC2-9	2109913	S	573	47	620	0.00016
Verminephrobacter eiseniae	364317	S	487	2	489	0.00013
Limnohabitans sp. 63ED37-2	1678128	S	327	12	339	0.00009
Limnohabitans sp. 103DPR2	1678129	S	77	2	79	0.00002
Simplicispira suum	2109915	S	396	22	418	0.00011
Curvibacter sp. AEP1-3	1844971	S	286	3	289	0.00008
Candidatus Symbiobacter mobilis	1436290	S	162	0	162	0.00004
Mitsuaria sp. 7	1658665	S	7617	804	8421	0.00222
Roseateles depolymerans	76731	S	6339	836	7175	0.00189
Paucibacter sp. KCTC 42545	1768242	S	5128	735	5863	0.00154
Methylibium petroleiphilum	105560	S	1418	957	2375	0.00062
Methylibium sp. Pch-M	2082386	S	1377	1056	2433	0.00064
Rubrivivax gelatinosus	28068	S	3963	431	4394	0.00116
Inhella inkyongensis	392593	S	3662	357	4019	0.00106
[Polyangium] brachysporum	413882	S	3617	187	3804	0.00100
Rhizobacter gummiphilus	946333	S	3604	275	3879	0.00102
Leptothrix cholodnii	34029	S	3065	273	3338	0.00088
Sphaerotilus natans	34103	S	2655	333	2988	0.00079
Aquabacterium olei	1296669	S	2089	233	2322	0.00061
Thiomonas sp. X19	1050370	S	484	110	594	0.00016
Thiomonas intermedia	926	S	363	111	474	0.00012
Thiomonas arsenitoxydans	426114	S	57	98	155	0.00004
Xylophilus sp. KACC 21265	2697032	S	1106	68	1174	0.00031
Massilia sp. WG5	1707785	S	495	248	743	0.00020
Massilia sp. YMA4	1593482	S	407	142	549	0.00014
Massilia sp. NR 4-1	1678028	S	373	37	410	0.00011
Massilia putida	1141883	S	574	221	795	0.00021
Massilia oculi	945844	S	524	49	573	0.00015
Massilia flava	871742	S	458	45	503	0.00013
Massilia albidiflava	321983	S	432	113	545	0.00014
Massilia armeniaca	2072590	S	393	132	525	0.00014
Massilia lutea	321985	S	382	70	452	0.00012
Massilia umbonata	864828	S	358	90	448	0.00012
Massilia plicata	321984	S	356	50	406	0.00011
Massilia violaceinigra	2045208	S	326	24	350	0.00009
Herbaspirillum seropedicae	964	S	326	66	392	0.00010
Herbaspirillum robiniae	2014887	S	288	29	317	0.00008
Herbaspirillum rubrisubalbicans	80842	S	264	65	329	0.00009
Herbaspirillum huttiense	863372	S	187	42	229	0.00006
Herbaspirillum hiltneri	341045	S	158	7	165	0.00004
Herbaspirillum sp. meg3	2025949	S	88	4	92	0.00002
Janthinobacterium sp. 1_2014MBL_MicDiv	1644131	S	182	51	233	0.00006
Janthinobacterium sp. 17J80-10	2497863	S	141	5	146	0.00004
Janthinobacterium sp. LM6	1938606	S	84	48	132	0.00003
Janthinobacterium sp. SNU WT3	2590869	S	69	46	115	0.00003
Janthinobacterium sp. Marseille	375286	S	35	13	48	0.00001
Janthinobacterium sp. B9-8	1236179	S	16	0	16	0.00000
Janthinobacterium agaricidamnosum	55508	S	271	135	406	0.00011
Janthinobacterium lividum	29581	S	104	53	157	0.00004
Janthinobacterium svalbardensis	368607	S	75	49	124	0.00003
Duganella sp. GN2-R2	2728020	S	484	77	561	0.00015
Duganella sp. AF9R3	2728021	S	265	28	293	0.00008
Collimonas fungivorans	158899	S	171	17	188	0.00005
Collimonas pratensis	279113	S	144	13	157	0.00004
Collimonas arenae	279058	S	111	8	119	0.00003
Noviherbaspirillum sp. UKPF54	2601898	S	130	4	134	0.00004
Undibacterium sp. YM2	2058625	S	43	6	49	0.00001
Undibacterium sp. KW1	2058624	S	16	2	18	0.00000
Undibacterium parvum	401471	S	26	1	27	0.00001
Herminiimonas arsenicoxydans	204773	S	34	9	43	0.00001
Herminiimonas arsenitoxidans	1809410	S	21	4	25	0.00001
Oxalobacter formigenes	847	S	6	0	6	0.00000
Burkholderiales bacterium JOSHI_001	864051	S	3022	24	3046	0.00080
Burkholderiales bacterium GJ-E10	1469502	S	124	0	124	0.00003
Burkholderiales bacterium YL45	1834205	S	4	0	4	0.00000
Sutterella megalosphaeroides	2494234	S	29	0	29	0.00001
Sutterella faecalis	2584944	S	25	0	25	0.00001
Azoarcus sp. DD4	2027405	S	234	11	245	0.00006
Azoarcus sp. M9-3-2	2016596	S	194	1	195	0.00005
Azoarcus sp. KH32C	748247	S	161	1	162	0.00004
Azoarcus sp. DN11	356837	S	140	15	155	0.00004
Azoarcus sp. SY39	2067960	S	130	1	131	0.00003
Azoarcus sp. CIB	198107	S	117	12	129	0.00003
Azoarcus sp. BH72	62928	S	38	78	116	0.00003
Azoarcus communis	41977	S	118	3	121	0.00003
Azoarcus olearius	418699	S	47	96	143	0.00004
Thauera sp. K11	2005884	S	232	10	242	0.00006
Thauera sp. MZ1T	85643	S	204	33	237	0.00006
Thauera humireducens	1134435	S	125	6	131	0.00003
Thauera aromatica	59405	S	80	21	101	0.00003
Thauera chlorobenzoica	96773	S	75	22	97	0.00003
Thauera hydrothermalis	2184083	S	47	49	96	0.00003
Zoogloeaceae bacteirum Par-f-2	2080469	S	41	39	80	0.00002
Rhodocyclaceae bacterium	1898103	S	193	134	327	0.00009
Dechlorosoma suillum	146939	S	43	72	115	0.00003
Azospira sp. I09	1765049	S	26	41	67	0.00002
Oryzomicrobium terrae	1735038	S	128	4	132	0.00003
Aromatoleum aromaticum	551760	S	108	0	108	0.00003
Dechloromonas aromatica	259537	S	154	8	162	0.00004
Dechloromonas sp. HYN0024	2231055	S	48	2	50	0.00001
Sterolibacteriaceae bacterium M52	2496847	S	216	22	238	0.00006
Sterolibacteriaceae bacterium J5B	2211108	S	60	2	62	0.00002
Methyloversatilis sp. RAC08	1842540	S	198	1	199	0.00005
Denitratisoma sp. DHT3	1981880	S	99	11	110	0.00003
Sterolibacterium denitrificans	157592	S	67	0	67	0.00002
Sulfuritalea hydrogenivorans	748811	S	63	0	63	0.00002
Sulfuriferula sp. AH1	1985873	S	298	7	305	0.00008
Sulfuriferula plumbiphila	171865	S	67	1	68	0.00002
Sulfuriferula nivalis	2675298	S	8	0	8	0.00000
Sulfuricella denitrificans	649841	S	26	0	26	0.00001
Sideroxydans lithotrophicus	63745	S	19	3	22	0.00001
Gallionella capsiferriformans	370405	S	14	2	16	0.00000
Ferriphaselus amnicola	1188319	S	14	3	17	0.00000
Candidatus Nitrotoga sp. AM1P	2559597	S	4	0	4	0.00000
Sulfuritortus calidifontis	1914471	S	390	32	422	0.00011
Thiobacillus denitrificans	36861	S	63	0	63	0.00002
Nitrosomonadales bacterium 0125_3	2732067	S	177	2	179	0.00005
Nitrosomonadales bacterium Swamp67	2732487	S	136	1	137	0.00004
Nitrosomonadales bacterium skT11	2715678	S	37	1	38	0.00001
Methylobacillus flagellatus	405	S	127	3	130	0.00003
Methylovorus glucosotrophus	266009	S	10	9	19	0.00001
Methylovorus sp. MP688	887061	S	8	8	16	0.00000
Methylophilus sp. TWE2	1662285	S	12	0	12	0.00000
Methylophilus medardicus	2588534	S	4	0	4	0.00000
Methylotenera mobilis	359408	S	4	0	4	0.00000
Methylotenera versatilis	1055487	S	1	0	1	0.00000
Candidatus Methylopumilus planktonicus	1581557	S	4	0	4	0.00000
Nitrosomonas sp. Is79A3	261292	S	20	0	20	0.00001
Nitrosomonas communis	44574	S	9	0	9	0.00000
Nitrosomonas europaea	915	S	6	0	6	0.00000
Nitrosomonas stercoris	1444684	S	5	0	5	0.00000
Nitrosomonas eutropha	916	S	3	0	3	0.00000
Nitrosospira briensis	35799	S	8	0	8	0.00000
Nitrosospira lacus	1288494	S	7	0	7	0.00000
Nitrosospira multiformis	1231	S	6	0	6	0.00000
Chromobacterium sp. ATCC 53434	2059672	S	103	14	117	0.00003
Chromobacterium sp. 257-1	2605945	S	71	12	83	0.00002
Chromobacterium sp. IIBBL 112-1	2202141	S	11	41	52	0.00001
Chromobacterium sp. IIBBL 274-1	2202142	S	5	18	23	0.00001
Chromobacterium vaccinii	1108595	S	118	27	145	0.00004
Chromobacterium violaceum	536	S	110	33	143	0.00004
Chromobacterium rhizoryzae	1778675	S	8	76	84	0.00002
Chromobacterium haemolyticum	394935	S	4	35	39	0.00001
Iodobacter sp. H11R3	2496266	S	7	0	7	0.00000
Aquitalea sp. THG-DN7.12	1537400	S	38	7	45	0.00001
Aquitalea sp. USM4	1590041	S	19	8	27	0.00001
Aquitalea magnusonii	332411	S	39	17	56	0.00001
Aquitalea denitrificans	519081	S	9	3	12	0.00000
Vogesella sp. LIG4	1192162	S	120	4	124	0.00003
Pseudogulbenkiania sp. NH8B	748280	S	111	11	122	0.00003
Jeongeupia sp. USM3	1906741	S	108	3	111	0.00003
Laribacter hongkongensis	168471	S	93	7	100	0.00003
Microvirgula aerodenitrificans	57480	S	86	3	89	0.00002
Aquaspirillum sp. LM1	1938604	S	64	1	65	0.00002
Deefgea sp. D17	2739061	S	13	1	14	0.00000
Chitinibacter sp. 2T18	2739434	S	3	0	3	0.00000
Vitreoscilla filiformis	63	S	340	3	343	0.00009
Vitreoscilla sp. C1	96942	S	1	0	1	0.00000
Neisseria sp. KEM232	655307	S	37	1	38	0.00001
Neisseria sp. oral taxon 014	641148	S	14	2	16	0.00000
Neisseria chenwenguii	1853278	S	20	1	21	0.00001
Neisseria elongata	495	S	12	2	14	0.00000
Neisseria cinerea	483	S	9	4	13	0.00000
Neisseria lactamica	486	S	7	19	26	0.00001
Neisseria animaloris	326522	S	7	1	8	0.00000
Neisseria brasiliensis	2666100	S	5	0	5	0.00000
Neisseria animalis	492	S	4	0	4	0.00000
Neisseria gonorrhoeae	485	S	4	3	7	0.00000
Neisseria weaveri	28091	S	3	0	3	0.00000
Neisseria zoodegmatis	326523	S	3	0	3	0.00000
Neisseria mucosa	488	S	2	0	2	0.00000
Neisseria meningitidis	487	S	2	2	4	0.00000
Chitinolyticbacter meiyuanensis	682798	S	91	1	92	0.00002
Crenobacter cavernae	2290923	S	66	4	70	0.00002
Eikenella corrodens	539	S	16	18	34	0.00001
Neisseriaceae bacterium DSM 100970	2052837	S	2	0	2	0.00000
Simonsiella muelleri	72	S	1	0	1	0.00000
Betaproteobacteria bacterium GR16-43	1904640	S	222	1	223	0.00006
beta proteobacterium CB	543913	S	4	0	4	0.00000
Casimicrobium huifangae	2591109	S	129	3	132	0.00003
Candidatus Accumulibacter phosphatis	327160	S	95	0	95	0.00003
Mesorhizobium australicum	536018	S	318562	29464	348026	0.09156
Mesorhizobium sp. 8	2584466	S	118	1	119	0.00003
Mesorhizobium sp. NIBRBAC000500504	2725666	S	101	5	106	0.00003
Mesorhizobium sp. WSM1497	278153	S	93	133	226	0.00006
Mesorhizobium sp. M3A.F.Ca.ET.080.04.2.1	2493676	S	79	12	91	0.00002
Mesorhizobium sp. DCY119	2108445	S	75	0	75	0.00002
Mesorhizobium sp. M4B.F.Ca.ET.058.02.1.1	2493675	S	71	10	81	0.00002
Mesorhizobium sp. M1E.F.Ca.ET.045.02.1.1	2493672	S	65	22	87	0.00002
Mesorhizobium sp. Pch-S	2082387	S	59	0	59	0.00002
Mesorhizobium sp. M1B.F.Ca.ET.045.04.1.1	2493673	S	58	9	67	0.00002
Mesorhizobium sp. M7A.F.Ce.TU.012.03.2.1	2493681	S	56	6	62	0.00002
Mesorhizobium sp. NZP2077	2483404	S	54	3	57	0.00002
Mesorhizobium sp. M9A.F.Ca.ET.002.03.1.2	2493668	S	52	19	71	0.00002
Mesorhizobium sp. M2A.F.Ca.ET.043.05.1.1	2493671	S	51	22	73	0.00002
Mesorhizobium sp. M7D.F.Ca.US.005.01.1.1	2493678	S	46	4	50	0.00001
Mesorhizobium sp. M1D.F.Ca.ET.043.01.1.1	2493669	S	39	20	59	0.00002
Mesorhizobium sp. AA22	1854057	S	38	8	46	0.00001
Mesorhizobium sp. NZP2298	2483403	S	34	3	37	0.00001
Mesorhizobium sp. M2A.F.Ca.ET.043.02.1.1	2493670	S	26	66	92	0.00002
Mesorhizobium sp. M6A.T.Cr.TU.016.01.1.1	2493677	S	26	2	28	0.00001
Mesorhizobium sp. M2A.F.Ca.ET.046.03.2.1	2493674	S	11	31	42	0.00001
Mesorhizobium sp. NZP2234	2483402	S	3	7	10	0.00000
Mesorhizobium loti	381	S	102	133	235	0.00006
Mesorhizobium oceanicum	1670800	S	94	1	95	0.00003
Mesorhizobium opportunistum	593909	S	68	6	74	0.00002
Mesorhizobium amorphae	71433	S	65	1	66	0.00002
Mesorhizobium ciceri	39645	S	51	88	139	0.00004
Mesorhizobium erdmanii	1777866	S	41	2	43	0.00001
Mesorhizobium japonicum	2066070	S	39	7	46	0.00001
Mesorhizobium huakuii	28104	S	7	10	17	0.00000
Nitratireductor sp. OM-1	1756988	S	95	0	95	0.00003
Nitratireductor sp. SY7	2599600	S	83	0	83	0.00002
Aminobacter aminovorans	83263	S	84	4	88	0.00002
Aminobacter sp. MSH1	374606	S	76	5	81	0.00002
Hoeflea phototrophica	244596	S	42	5	47	0.00001
Hoeflea sp. IMCC20628	1620421	S	37	3	40	0.00001
Chelativorans sp. BNC1	266779	S	77	0	77	0.00002
Roseitalea porphyridii	1852022	S	54	0	54	0.00001
Oricola sp. MEBiC13590	2742145	S	52	0	52	0.00001
Phyllobacterium zundukense	1867719	S	42	0	42	0.00001
Salaquimonas pukyongi	2712698	S	26	0	26	0.00001
Lentilitoribacter sp. Alg239-R112	2305987	S	2	0	2	0.00000
Bradyrhizobium sp. 323S2	1404649	S	22601	8511	31112	0.00819
Bradyrhizobium sp.	376	S	19637	7642	27279	0.00718
Bradyrhizobium sp. BTAi1	288000	S	11988	112	12100	0.00318
Bradyrhizobium sp. 1(2017)	1404888	S	1851	31	1882	0.00050
Bradyrhizobium sp. ORS 3257	167468	S	1269	14	1283	0.00034
Bradyrhizobium sp. CCGE-LA001	1223566	S	1204	16	1220	0.00032
Bradyrhizobium sp. CCBAU 051011	858422	S	730	8	738	0.00019
Bradyrhizobium sp. LCT2	2493093	S	674	491	1165	0.00031
Bradyrhizobium sp. 6(2017)	1197460	S	638	6	644	0.00017
Bradyrhizobium sp. S23321	335659	S	551	189	740	0.00019
Bradyrhizobium sp. WSM471	319017	S	527	233	760	0.00020
Bradyrhizobium sp. 58S1	1404864	S	521	176	697	0.00018
Bradyrhizobium sp. SK17	2057741	S	416	20	436	0.00011
Bradyrhizobium sp. ORS 278	114615	S	317	3	320	0.00008
