name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Pseudomonas sp. 7SR1	1881017	S	65	0	65	0.00002
Pseudomonas sp. DY-1	1755504	S	65	0	65	0.00002
Pseudomonas sp. ATCC 13867	1294143	S	59	1	60	0.00002
Pseudomonas sp. CMR5c	658630	S	58	3	61	0.00002
Pseudomonas sp. 02C 26	2054914	S	56	0	56	0.00001
Pseudomonas sp. FDAARGOS_380	2018067	S	55	11	66	0.00002
Pseudomonas sp. S35	1573719	S	49	2	51	0.00001
Pseudomonas sp. StFLB209	1028989	S	48	0	48	0.00001
Pseudomonas sp. CC6-YY-74	1930532	S	47	0	47	0.00001
Pseudomonas sp. JY-Q	1338689	S	46	93	139	0.00004
Pseudomonas sp. MYb193	1827300	S	46	15	61	0.00002
Pseudomonas sp. Leaf58	1736226	S	46	0	46	0.00001
Pseudomonas sp. ABC1	2748080	S	44	0	44	0.00001
Pseudomonas sp. HLS-6	2049589	S	41	1	42	0.00001
Pseudomonas sp. XWY-1	2069256	S	38	30	68	0.00002
Pseudomonas sp. ADAK22	2730851	S	37	30	67	0.00002
Pseudomonas sp. IB20	1702250	S	37	2	39	0.00001
Pseudomonas sp. URMO17WK12:I11	1283291	S	36	11	47	0.00001
Pseudomonas sp. NS1(2017)	2025658	S	35	2	37	0.00001
Pseudomonas sp. UW4	1207075	S	35	1	36	0.00001
Pseudomonas sp. LAB-08	143813	S	31	0	31	0.00001
Pseudomonas sp. FGI182	1259844	S	31	8	39	0.00001
Pseudomonas sp. 31-12	2201356	S	31	1	32	0.00001
Pseudomonas sp. LG1E9	2219057	S	31	1	32	0.00001
Pseudomonas sp. S34	1573718	S	29	1	30	0.00001
Pseudomonas sp. ACM7	2052956	S	28	1	29	0.00001
Pseudomonas sp. LPH1	1898684	S	28	1	29	0.00001
Pseudomonas sp. SNU WT1	2518644	S	28	0	28	0.00001
Pseudomonas sp. CCOS 191	1649877	S	27	2	29	0.00001
Pseudomonas sp. NIBRBAC000502773	2590776	S	26	3	29	0.00001
Pseudomonas sp. 14181154	2662033	S	26	4	30	0.00001
Pseudomonas sp. gcc21	2726989	S	26	0	26	0.00001
Pseudomonas sp. R32	1573704	S	25	0	25	0.00001
Pseudomonas sp. 11K1	2505979	S	24	0	24	0.00001
Pseudomonas sp. DG56-2	2320270	S	21	0	21	0.00001
Pseudomonas sp. S-6-2	1931241	S	21	0	21	0.00001
Pseudomonas sp. THAF7b	2587845	S	19	6	25	0.00001
Pseudomonas sp. DTU12.3	2073078	S	18	0	18	0.00000
Pseudomonas sp. MRSN12121	1611770	S	18	6	24	0.00001
Pseudomonas sp. s211(2017)	2045200	S	18	24	42	0.00001
Pseudomonas sp. R2A2	2213057	S	17	4	21	0.00001
Pseudomonas sp. SWI36	2083052	S	17	14	31	0.00001
Pseudomonas sp. B10	118613	S	17	2	19	0.00000
Pseudomonas sp. VLB120	69328	S	17	64	81	0.00002
Pseudomonas sp. BJP69	2597770	S	15	8	23	0.00001
Pseudomonas sp. 43A	2743971	S	15	1	16	0.00000
Pseudomonas sp. M30-35	1981174	S	14	0	14	0.00000
Pseudomonas sp. ATCC 43928	676210	S	13	12	25	0.00001
Pseudomonas sp. Os17	1500686	S	13	11	24	0.00001
Pseudomonas sp. SWI6	2083051	S	12	64	76	0.00002
Pseudomonas sp. S150	2559074	S	12	4	16	0.00000
Pseudomonas sp. SWI44	2083053	S	12	40	52	0.00001
Pseudomonas sp. OIL-1	2706126	S	12	0	12	0.00000
Pseudomonas sp. R4-34-07	658642	S	10	21	31	0.00001
Pseudomonas sp. Z003-0.4C(8344-21)	1855380	S	10	1	11	0.00000
Pseudomonas sp. R2-7-07	658641	S	10	36	46	0.00001
Pseudomonas sp. LG1D9	2083054	S	9	11	20	0.00001
Pseudomonas sp. FDAARGOS_761	2545800	S	9	44	53	0.00001
Pseudomonas sp. CMR12a	658629	S	9	10	19	0.00001
Pseudomonas sp. SWI7	2587597	S	8	18	26	0.00001
Pseudomonas sp. CFSAN084952	2664899	S	7	8	15	0.00000
Pseudomonas sp. RU47	2005388	S	7	6	13	0.00000
Pseudomonas sp. 09C 129	2054915	S	7	2	9	0.00000
Pseudomonas sp. TKP	1415630	S	7	5	12	0.00000
Pseudomonas sp. LH1G9	2083055	S	7	4	11	0.00000
Pseudomonas sp. LTJR-52	2479392	S	6	0	6	0.00000
Pseudomonas sp. J380	2605424	S	6	2	8	0.00000
Pseudomonas sp. DTU12.1	2654238	S	5	6	11	0.00000
Pseudomonas sp. R4-35-07	658643	S	5	12	17	0.00000
Pseudomonas sp. R4-39-08	1173288	S	5	11	16	0.00000
Pseudomonas sp. R3-52-08	1173284	S	5	11	16	0.00000
Pseudomonas sp. QZS01	2213226	S	4	0	4	0.00000
Pseudomonas sp. R2-37-08W	1173273	S	4	6	10	0.00000
Pseudomonas sp. DR 5-09	1534110	S	4	0	4	0.00000
Pseudomonas sp. phDV1	253237	S	4	2	6	0.00000
Pseudomonas sp. TMW 2.1634	1886807	S	4	5	9	0.00000
Pseudomonas sp. St29	1500687	S	4	3	7	0.00000
Pseudomonas sp. R3-18-08	1173283	S	3	2	5	0.00000
Pseudomonas sp. R84	1573712	S	3	0	3	0.00000
Pseudomonas sp. C27(2019)	2604941	S	3	0	3	0.00000
Pseudomonas sp. R2-60-08W	1173280	S	3	7	10	0.00000
Pseudomonas sp. L22-9	2681983	S	2	2	4	0.00000
Pseudomonas sp. S49	1573720	S	2	1	3	0.00000
Pseudomonas sp. BIOMIG1BAC	1758730	S	2	2	4	0.00000
Pseudomonas sp. KUIN-1	2609418	S	2	4	6	0.00000
Pseudomonas sp. R1-43-08	1173270	S	2	4	6	0.00000
Pseudomonas sp. GR 6-02	1659194	S	1	0	1	0.00000
Pseudomonas sp. B14-6	2738843	S	1	0	1	0.00000
Pseudomonas sp. A214	1855331	S	1	1	2	0.00000
Pseudomonas sp. PONIH3	1636610	S	1	0	1	0.00000
Pseudomonas fluorescens	294	S	682	197	879	0.00023
Pseudomonas orientalis	76758	S	197	17	214	0.00006
Pseudomonas synxantha	47883	S	173	46	219	0.00006
Pseudomonas azotoformans	47878	S	159	26	185	0.00005
Pseudomonas poae	200451	S	106	17	123	0.00003
Pseudomonas protegens	380021	S	98	3	101	0.00003
Pseudomonas trivialis	200450	S	97	11	108	0.00003
Pseudomonas rhodesiae	76760	S	76	4	80	0.00002
Pseudomonas brenneri	129817	S	69	6	75	0.00002
Pseudomonas mucidolens	46679	S	44	1	45	0.00001
Pseudomonas tolaasii	29442	S	42	2	44	0.00001
Pseudomonas cedrina	651740	S	39	4	43	0.00001
Pseudomonas veronii	76761	S	32	12	44	0.00001
Pseudomonas corrugata	47879	S	31	2	33	0.00001
Pseudomonas libanensis	75588	S	28	16	44	0.00001
Pseudomonas mediterranea	183795	S	27	2	29	0.00001
Pseudomonas extremorientalis	169669	S	20	4	24	0.00001
Pseudomonas mandelii	75612	S	4	3	7	0.00000
Pseudomonas stutzeri	316	S	572	29	601	0.00016
Pseudomonas balearica	74829	S	104	12	116	0.00003
Pseudomonas xanthomarina	271420	S	36	1	37	0.00001
Pseudomonas luteola	47886	S	1	0	1	0.00000
Pseudomonas syringae	317	S	178	110	288	0.00008
Pseudomonas amygdali	47877	S	35	26	61	0.00002
Pseudomonas asturiensis	1190415	S	35	0	35	0.00001
Pseudomonas coronafaciens	53409	S	29	0	29	0.00001
Pseudomonas viridiflava	33069	S	23	0	23	0.00001
Pseudomonas syringae group genomosp. 3	251701	S	23	28	51	0.00001
Pseudomonas cichorii	36746	S	22	0	22	0.00001
Pseudomonas fuscovaginae	50340	S	21	3	24	0.00001
Pseudomonas sp. Lz4W	1206777	S	3	1	4	0.00000
Pseudomonas chlororaphis	587753	S	339	34	373	0.00010
Pseudomonas taetrolens	47884	S	25	0	25	0.00001
Psychrobacter sp. FME2	86185	S	23	0	23	0.00001
Pseudomonas fragi	296	S	20	7	27	0.00001
Pseudomonas psychrotolerans	237610	S	135	0	135	0.00004
Pseudomonas otitidis	319939	S	133	1	134	0.00003
Pseudomonas oryzae	1392877	S	126	1	127	0.00003
Pseudomonas frederiksbergensis	104087	S	107	6	113	0.00003
Pseudomonas antarctica	219572	S	96	3	99	0.00003
Pseudomonas denitrificans (nom. rej.)	43306	S	92	1	93	0.00002
Pseudomonas knackmussii	65741	S	92	1	93	0.00002
Pseudomonas entomophila	312306	S	90	2	92	0.00002
Pseudomonas extremaustralis	359110	S	68	2	70	0.00002
Pseudomonas guangdongensis	1245526	S	64	0	64	0.00002
Pseudomonas rhizosphaerae	216142	S	63	0	63	0.00002
Pseudomonas parafulva	157782	S	63	3	66	0.00002
Pseudomonas lactis	1615674	S	63	11	74	0.00002
Pseudomonas lurida	244566	S	61	2	63	0.00002
Pseudomonas koreensis	198620	S	55	3	58	0.00002
Pseudomonas graminis	158627	S	53	0	53	0.00001
Pseudomonas cremoricolorata	157783	S	53	0	53	0.00001
Pseudomonas sabulinigri	472181	S	50	0	50	0.00001
Pseudomonas pohangensis	364197	S	50	0	50	0.00001
Pseudomonas vancouverensis	95300	S	49	0	49	0.00001
Pseudomonas alkylphenolica	237609	S	45	0	45	0.00001
Pseudomonas umsongensis	198618	S	43	0	43	0.00001
Pseudomonas palleroniana	191390	S	39	0	39	0.00001
Pseudomonas marincola	437900	S	39	0	39	0.00001
Pseudomonas xinjiangensis	487184	S	36	0	36	0.00001
Pseudomonas prosekii	1148509	S	32	0	32	0.00001
Pseudomonas reinekei	395598	S	32	0	32	0.00001
Pseudomonas kribbensis	1628086	S	32	1	33	0.00001
Pseudomonas pelagia	553151	S	31	0	31	0.00001
Pseudomonas versuta	1788301	S	30	0	30	0.00001
Pseudomonas simiae	321846	S	30	1	31	0.00001
Pseudomonas moraviensis	321662	S	29	2	31	0.00001
Pseudomonas saudiphocaensis	1499686	S	29	0	29	0.00001
Pseudomonas brassicacearum	930166	S	28	19	47	0.00001
Pseudomonas arsenicoxydans	702115	S	24	0	24	0.00001
Pseudomonas litoralis	797277	S	20	0	20	0.00001
Pseudomonas psychrophila	122355	S	20	0	20	0.00001
Pseudomonas asplenii	53407	S	19	2	21	0.00001
Pseudomonas sihuiensis	1274359	S	19	3	22	0.00001
Pseudomonas lini	163011	S	19	0	19	0.00001
Pseudomonas agarici	46677	S	19	0	19	0.00000
Pseudomonas salegens	1434072	S	18	0	18	0.00000
Pseudomonas alcaliphila	101564	S	18	2	20	0.00001
Pseudomonas soli	1306993	S	17	10	27	0.00001
Pseudomonas thivervalensis	86265	S	17	0	17	0.00000
Pseudomonas silesiensis	1853130	S	16	0	16	0.00000
Pseudomonas cerasi	1583341	S	12	7	19	0.00000
Pseudomonas granadensis	1421430	S	8	1	9	0.00000
Azotobacter chroococcum	353	S	87	19	106	0.00003
Azotobacter vinelandii	354	S	48	0	48	0.00001
Azotobacter salinestris	69964	S	47	10	57	0.00002
Permianibacter aggregans	1510150	S	29	0	29	0.00001
Pseudomonadaceae bacterium SI-3	2079806	S	5	0	5	0.00000
Moraxella osloensis	34062	S	245008	1711	246719	0.06422
Moraxella catarrhalis	480	S	9	0	9	0.00000
Moraxella bovis	476	S	3	0	3	0.00000
Moraxella bovoculi	386891	S	1	0	1	0.00000
Acinetobacter ursingii	108980	S	77	12	89	0.00002
Acinetobacter venetianus	52133	S	69	12	81	0.00002
Acinetobacter sp. WCHAc010034	1879049	S	7	0	7	0.00000
Acinetobacter sp. ACNIH2	1758189	S	5	0	5	0.00000
Acinetobacter sp. 185	2715163	S	4	0	4	0.00000
Acinetobacter sp. WCHA45	2004644	S	4	1	5	0.00000
Acinetobacter sp. FDAARGOS_724	2545797	S	3	4	7	0.00000
Acinetobacter sp. TGL-Y2	1407071	S	2	0	2	0.00000
Acinetobacter sp. ACNIH1	1636603	S	1	1	2	0.00000
Acinetobacter sp. TTH0-4	1646498	S	1	0	1	0.00000
Acinetobacter sp. NEB149	2725684	S	1	4	5	0.00000
Acinetobacter sp. 323-1	2715164	S	1	0	1	0.00000
Acinetobacter sp. dk386	2662362	S	1	0	1	0.00000
Acinetobacter pittii	48296	S	9	6	15	0.00000
Acinetobacter baumannii	470	S	8	44	52	0.00001
Acinetobacter nosocomialis	106654	S	4	0	4	0.00000
Acinetobacter lactucae	1785128	S	2	0	2	0.00000
Acinetobacter schindleri	108981	S	22	5	27	0.00001
Acinetobacter wuhouensis	1879050	S	16	2	18	0.00000
Acinetobacter cumulans	2136182	S	9	0	9	0.00000
Acinetobacter defluvii	1871111	S	6	1	7	0.00000
Acinetobacter indicus	756892	S	6	1	7	0.00000
Acinetobacter lwoffii	28090	S	5	7	12	0.00000
Acinetobacter johnsonii	40214	S	4	4	8	0.00000
Acinetobacter towneri	202956	S	4	6	10	0.00000
Acinetobacter junii	40215	S	3	0	3	0.00000
Acinetobacter larvae	1789224	S	3	0	3	0.00000
Acinetobacter haemolyticus	29430	S	2	0	2	0.00000
Acinetobacter equi	1324350	S	2	0	2	0.00000
Acinetobacter tandoii	202954	S	2	0	2	0.00000
Acinetobacter soli	487316	S	1	0	1	0.00000
Acinetobacter dispersus	70348	S	1	0	1	0.00000
Psychrobacter sp. P2G3	1699622	S	19	15	34	0.00001
Psychrobacter sp. P11F6	1699621	S	8	5	13	0.00000
Psychrobacter sp. AntiMn-1	1720344	S	1	0	1	0.00000
Psychrobacter arcticus	334543	S	5	3	8	0.00000
Psychrobacter urativorans	45610	S	2	0	2	0.00000
Moraxellaceae bacterium HYN0046	2283318	S	2	0	2	0.00000
Stenotrophomonas maltophilia	40324	S	3605	3599	7204	0.00188
Stenotrophomonas sp. ESTM1D_MKCIP4_1	2072414	S	320	79	399	0.00010
Stenotrophomonas sp. SAU14A_NAIMI4_5	2072413	S	207	90	297	0.00008
Stenotrophomonas sp. ZAC14D2_NAIMI4_7	2072405	S	190	165	355	0.00009
Stenotrophomonas sp. YAU14D1_LEIMI4_1	2072407	S	98	154	252	0.00007
Stenotrophomonas sp. ZAC14D2_NAIMI4_6	2072406	S	87	164	251	0.00007
Stenotrophomonas sp. ZAC14A_NAIMI4_1	2072412	S	55	101	156	0.00004
Stenotrophomonas sp. YAU14A_MKIMI4_1	2072408	S	30	223	253	0.00007
Stenotrophomonas sp. SAU14A_NAIMI4_8	2072409	S	11	82	93	0.00002
Stenotrophomonas rhizophila	216778	S	1692	373	2065	0.00054
Stenotrophomonas sp. LM091	1904944	S	552	221	773	0.00020
Stenotrophomonas sp. 364	2691571	S	401	107	508	0.00013
Stenotrophomonas sp. NA06056	2742129	S	199	70	269	0.00007
Stenotrophomonas sp. WZN-1	2005046	S	92	99	191	0.00005
Stenotrophomonas sp. G4	2303750	S	74	91	165	0.00004
Stenotrophomonas sp. DAIF1	2546450	S	38	183	221	0.00006
Stenotrophomonas sp. ASS1	2282124	S	35	81	116	0.00003
Stenotrophomonas sp. MYb57	1827305	S	27	127	154	0.00004
Stenotrophomonas sp. Pemsol	2040586	S	26	80	106	0.00003
Stenotrophomonas sp. pho	2211160	S	26	98	124	0.00003
Stenotrophomonas acidaminiphila	128780	S	1477	326	1803	0.00047
Xanthomonas campestris	339	S	1120	220	1340	0.00035
Xanthomonas translucens	343	S	956	94	1050	0.00027
Xanthomonas sacchari	56458	S	731	141	872	0.00023
Xanthomonas hortorum	56454	S	574	172	746	0.00019
Xanthomonas hyacinthi	56455	S	436	90	526	0.00014
Xanthomonas albilineans	29447	S	426	16	442	0.00012
Xanthomonas vesicatoria	56460	S	409	188	597	0.00016
Xanthomonas citri	346	S	394	1682	2076	0.00054
Xanthomonas arboricola	56448	S	376	363	739	0.00019
Xanthomonas oryzae	347	S	372	63	435	0.00011
Xanthomonas cucurbitae	56453	S	359	33	392	0.00010
Xanthomonas fragariae	48664	S	279	21	300	0.00008
Xanthomonas vasicola	56459	S	253	69	322	0.00008
Xanthomonas cassavae	56450	S	220	44	264	0.00007
Xanthomonas axonopodis	53413	S	151	175	326	0.00009
Xanthomonas euvesicatoria	456327	S	76	528	604	0.00016
Xanthomonas phaseoli	1985254	S	68	56	124	0.00003
Xanthomonas perforans	442694	S	17	154	171	0.00004
Lysobacter enzymogenes	69	S	1201	348	1549	0.00040
Lysobacter soli	453783	S	910	104	1014	0.00026
Lysobacter capsici	435897	S	779	210	989	0.00026
Lysobacter alkalisoli	2591633	S	764	76	840	0.00022
Lysobacter maris	1605891	S	671	101	772	0.00020
Lysobacter antibioticus	84531	S	670	154	824	0.00021
Lysobacter gummosus	262324	S	641	191	832	0.00022
Lysobacter oculi	2698682	S	460	37	497	0.00013
Lysobacter sp. TY2-98	2290922	S	327	22	349	0.00009
Lysobacter sp. HDW10	2714936	S	74	2	76	0.00002
Lysobacter lycopersici	1324796	S	360	20	380	0.00010
Pseudoxanthomonas suwonensis	314722	S	1943	438	2381	0.00062
Pseudoxanthomonas spadix	415229	S	1009	241	1250	0.00033
Luteimonas sp. Gr-4	1176533	S	378	34	412	0.00011
Luteimonas sp. YGD11-2	2508168	S	290	87	377	0.00010
Luteimonas sp. JM171	1896164	S	270	14	284	0.00007
Luteimonas chenhongjianii	2006110	S	414	32	446	0.00012
Luteimonas yindakuii	2565782	S	271	65	336	0.00009
Thermomonas sp. SY21	2202149	S	468	118	586	0.00015
Thermomonas sp. HDW16	2714945	S	387	54	441	0.00011
Arenimonas daejeonensis	370777	S	550	26	576	0.00015
Pseudolysobacter antarcticus	2511995	S	110	0	110	0.00003
Xylella taiwanensis	1444770	S	61	2	63	0.00002
Xylella fastidiosa	2371	S	10	1	11	0.00000
Dyella thiooxydans	445710	S	212	27	239	0.00006
Dyella japonica	231455	S	136	10	146	0.00004
Dyella sp. M7H15-1	2501295	S	63	3	66	0.00002
Luteibacter pinisoli	2589080	S	166	13	179	0.00005
Luteibacter rhizovicinus	242606	S	139	10	149	0.00004
Rhodanobacter denitrificans	666685	S	165	19	184	0.00005
Rhodanobacter glycinis	582702	S	124	12	136	0.00004
Dokdonella koreensis	323415	S	223	5	228	0.00006
Aerosticca soli	2010829	S	110	6	116	0.00003
Ahniella affigens	2021234	S	47	0	47	0.00001
Frateuria aurantia	81475	S	41	4	45	0.00001
Enterobacter cloacae	550	S	31	38	69	0.00002
Enterobacter hormaechei	158836	S	20	82	102	0.00003
Enterobacter asburiae	61645	S	19	20	39	0.00001
Enterobacter cancerogenus	69218	S	17	0	17	0.00000
Enterobacter roggenkampii	1812935	S	8	5	13	0.00000
Enterobacter cloacae complex sp.	2027919	S	6	5	11	0.00000
Enterobacter chengduensis	2494701	S	6	1	7	0.00000
Enterobacter kobei	208224	S	3	6	9	0.00000
Enterobacter sichuanensis	2071710	S	1	0	1	0.00000
Enterobacter sp. SA187	1914861	S	13	0	13	0.00000
Enterobacter sp. E76	2596949	S	11	2	13	0.00000
Enterobacter sp. 638	399742	S	6	0	6	0.00000
Enterobacter sp. E20	1560339	S	2	4	6	0.00000
Enterobacter soli	885040	S	1	0	1	0.00000
Klebsiella pneumoniae	573	S	43	112	155	0.00004
Klebsiella oxytoca	571	S	22	17	39	0.00001
Klebsiella aerogenes	548	S	13	1	14	0.00000
Klebsiella huaxiensis	2153354	S	13	1	14	0.00000
Klebsiella variicola	244366	S	12	14	26	0.00001
Klebsiella quasipneumoniae	1463165	S	3	9	12	0.00000
Klebsiella sp. FDAARGOS_511	2488567	S	2	0	2	0.00000
Klebsiella sp. P1CD1	2267618	S	1	4	5	0.00000
Klebsiella michiganensis	1134687	S	1	1	2	0.00000
Cronobacter dublinensis	413497	S	18	2	20	0.00001
Cronobacter sakazakii	28141	S	15	9	24	0.00001
Cronobacter malonaticus	413503	S	12	6	18	0.00000
Cronobacter condimenti	1163710	S	12	1	13	0.00000
Cronobacter turicensis	413502	S	10	2	12	0.00000
Cronobacter muytjensii	413501	S	7	20	27	0.00001
Cronobacter universalis	535744	S	7	2	9	0.00000
Citrobacter sp. LY-1	2546350	S	10	1	11	0.00000
Citrobacter sp. CRE-46	1703250	S	9	26	35	0.00001
Citrobacter sp. FDAARGOS_156	1702170	S	3	5	8	0.00000
Citrobacter sp. NMI7904_11	2653932	S	3	0	3	0.00000
Citrobacter freundii	546	S	6	19	25	0.00001
Citrobacter werkmanii	67827	S	3	2	5	0.00000
Citrobacter freundii complex sp. CFNIH2	2066049	S	1	0	1	0.00000
Citrobacter amalonaticus	35703	S	6	10	16	0.00000
Citrobacter farmeri	67824	S	6	2	8	0.00000
Citrobacter rodentium	67825	S	4	0	4	0.00000
Citrobacter koseri	545	S	3	3	6	0.00000
Cedecea neteri	158822	S	63	3	66	0.00002
Cedecea lapagei	158823	S	12	0	12	0.00000
Cedecea sp. FDAARGOS_727	2545798	S	6	0	6	0.00000
Escherichia coli	562	S	48	298	346	0.00009
Escherichia fergusonii	564	S	14	3	17	0.00000
Escherichia albertii	208962	S	13	5	18	0.00000
Escherichia sp. E4742	2044467	S	3	0	3	0.00000
Escherichia marmotae	1499973	S	1	0	1	0.00000
Leclercia sp. 29361	2714951	S	6	1	7	0.00000
Leclercia sp. LSNIH1	1920114	S	4	20	24	0.00001
Leclercia sp. J807	2681307	S	3	3	6	0.00000
Leclercia sp. W17	2282309	S	1	1	2	0.00000
Leclercia sp. W6	2282310	S	1	1	2	0.00000
Leclercia sp. 119287	2681308	S	1	2	3	0.00000
Leclercia adecarboxylata	83655	S	14	23	37	0.00001
Pluralibacter gergoviae	61647	S	42	4	46	0.00001
[Enterobacter] lignolyticus	1334193	S	27	1	28	0.00001
Kosakonia cowanii	208223	S	20	4	24	0.00001
Kosakonia sacchari	1158459	S	10	3	13	0.00000
Kosakonia oryzae	497725	S	5	10	15	0.00000
Kosakonia sp. CCTCC M2018092	2492396	S	5	1	6	0.00000
Kosakonia arachidis	551989	S	4	0	4	0.00000
Kosakonia radicincitans	283686	S	1	4	5	0.00000
Raoultella planticola	575	S	14	7	21	0.00001
Raoultella electrica	1259973	S	12	3	15	0.00000
Raoultella terrigena	577	S	2	3	5	0.00000
Raoultella ornithinolytica	54291	S	2	17	19	0.00000
Salmonella enterica	28901	S	26	61	87	0.00002
Gibbsiella quercinecans	929813	S	33	0	33	0.00001
Kluyvera intermedia	61648	S	16	2	18	0.00000
Kluyvera sp. PO2S7	2705459	S	7	0	7	0.00000
Enterobacteriaceae bacterium strain FGI 57	693444	S	4	0	4	0.00000
Plautia stali symbiont	891974	S	3	0	3	0.00000
Enterobacteriaceae endosymbiont of Donacia provostii	2675781	S	3	0	3	0.00000
Enterobacteriaceae bacterium ENNIH1	2066051	S	2	1	3	0.00000
Enterobacteriaceae bacterium A-F18	2045202	S	1	7	8	0.00000
Enterobacteriaceae endosymbiont of Macroplea appendiculata	2675790	S	1	0	1	0.00000
Lelliottia amnigena	61646	S	5	1	6	0.00000
Lelliottia sp. WB101	2153385	S	2	3	5	0.00000
Lelliottia jeotgali	1907578	S	1	1	2	0.00000
Scandinavium goeteborgense	1851514	S	10	0	10	0.00000
Blochmannia endosymbiont of Camponotus (Colobopsis) obliquus	1505597	S	4	0	4	0.00000
secondary endosymbiont of Trabutina mannipara	1835721	S	3	0	3	0.00000
Candidatus Hamiltonella defensa	138072	S	2	0	2	0.00000
Buttiauxella sp. 3AFRM03	2479367	S	5	0	5	0.00000
Buttiauxella agrestis	82977	S	4	0	4	0.00000
Izhakiella sp. KSNA2	2579935	S	9	0	9	0.00000
Atlantibacter hermannii	565	S	9	0	9	0.00000
Yokenella regensburgei	158877	S	8	0	8	0.00000
Shimwellia blattae	563	S	8	0	8	0.00000
Pseudescherichia vulneris	566	S	6	0	6	0.00000
Limnobaculum parvum	2172103	S	3	0	3	0.00000
Shigella boydii	621	S	3	25	28	0.00001
Metakosakonia sp. MRY16-398	2487150	S	1	7	8	0.00000
Serratia marcescens	615	S	100	135	235	0.00006
Serratia plymuthica	82996	S	28	6	34	0.00001
Serratia odorifera	618	S	25	2	27	0.00001
Serratia sp. FDAARGOS_506	2420306	S	7	4	11	0.00000
Serratia sp. 3ACOL1	2448483	S	4	6	10	0.00000
Serratia sp. MYb239	2033438	S	3	13	16	0.00000
Serratia sp. KUDC3025	2597702	S	3	2	5	0.00000
Serratia sp. SCBI	488142	S	2	15	17	0.00000
Serratia sp. ATCC 39006	104623	S	1	0	1	0.00000
Serratia sp. 1D1416	2447890	S	1	4	5	0.00000
Serratia fonticola	47917	S	20	5	25	0.00001
Serratia rubidaea	61652	S	17	14	31	0.00001
Serratia liquefaciens	614	S	10	10	20	0.00001
Serratia quinivorans	137545	S	7	10	17	0.00000
Serratia surfactantfaciens	2741499	S	7	3	10	0.00000
Serratia symbiotica	138074	S	5	0	5	0.00000
Serratia ficaria	61651	S	3	17	20	0.00001
Serratia proteamaculans	28151	S	1	2	3	0.00000
Yersinia mollaretii	33060	S	15	1	16	0.00000
Yersinia ruckeri	29486	S	8	0	8	0.00000
Yersinia enterocolitica	630	S	7	0	7	0.00000
Yersinia rohdei	29485	S	7	0	7	0.00000
Yersinia similis	367190	S	3	0	3	0.00000
Yersinia pseudotuberculosis	633	S	1	1	2	0.00000
Yersinia canariae	2607663	S	6	0	6	0.00000
Yersinia frederiksenii	29484	S	1	0	1	0.00000
Yersinia massiliensis	419257	S	1	1	2	0.00000
Yersinia entomophaga	935293	S	1	0	1	0.00000
Yersinia sp. KBS0713	1179669	S	1	2	3	0.00000
Nissabacter sp. SGAir0207	2126321	S	40	1	41	0.00001
