name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Paenibacillus barcinonensis	198119	S	2	0	2	0.00000
Paenibacillus lutimineralis	2707005	S	1	0	1	0.00000
Paenibacillus ihbetae	1870820	S	1	0	1	0.00000
Paenibacillus lentus	1338368	S	1	0	1	0.00000
Paenibacillus chitinolyticus	79263	S	1	0	1	0.00000
Brevibacillus agri	51101	S	92	27	119	0.00003
Brevibacillus sp. SCSIO 07484	2496837	S	62	2	64	0.00002
Brevibacillus brevis	1393	S	21	24	45	0.00001
Saccharibacillus brassicae	2583377	S	4	0	4	0.00000
Aneurinibacillus soli	1500254	S	3	0	3	0.00000
Cohnella candidum	2674991	S	2	1	3	0.00000
Thermobacillus composti	377615	S	2	0	2	0.00000
Planococcus sp. MB-3u-03	2058136	S	18	6	24	0.00001
Planococcus sp. Y42	2213202	S	2	0	2	0.00000
Planococcus donghaensis	414778	S	11	2	13	0.00000
Planococcus plakortidis	1038856	S	6	1	7	0.00000
Planococcus antarcticus	161360	S	2	0	2	0.00000
Planococcus versutus	1302659	S	2	0	2	0.00000
Planococcus rifietoensis	200991	S	1	0	1	0.00000
Sporosarcina pasteurii	1474	S	8	6	14	0.00000
Sporosarcina sp. P37	1930546	S	4	3	7	0.00000
Sporosarcina sp. PTS2304	2283194	S	2	0	2	0.00000
Sporosarcina ureae	1571	S	3	0	3	0.00000
Sporosarcina psychrophila	1476	S	1	0	1	0.00000
Solibacillus silvestris	76853	S	21	1	22	0.00001
Jeotgalibacillus malaysiensis	1508404	S	18	0	18	0.00000
Ureibacillus thermosphaericus	51173	S	12	0	12	0.00000
Planomicrobium glaciei	459472	S	1	0	1	0.00000
Paenisporosarcina antarctica	417367	S	1	0	1	0.00000
Exiguobacterium sp. AT1b	360911	S	2	0	2	0.00000
Exiguobacterium sp. N4-1P	2051906	S	1	0	1	0.00000
Exiguobacterium antarcticum	132920	S	2	2	4	0.00000
Gemella haemolysans	1379	S	1	0	1	0.00000
Gemella morbillorum	29391	S	1	0	1	0.00000
Gemella sanguinis	84135	S	1	0	1	0.00000
Laceyella sacchari	37482	S	5	0	5	0.00000
Kroppenstedtia eburnea	714067	S	4	1	5	0.00000
Novibacillus thermophilus	1471761	S	4	0	4	0.00000
Tumebacillus avium	1903704	S	4	2	6	0.00000
Kyrpidia tusciae	33943	S	2	0	2	0.00000
Kyrpidia spormannii	2055160	S	1	0	1	0.00000
Sporolactobacillus terrae	269673	S	3	0	3	0.00000
[Bacillus] selenitireducens	85683	S	1	0	1	0.00000
Lactobacillus fermentum	1613	S	702792	9641	712433	0.17598
Lactobacillus plantarum	1590	S	298	475	773	0.00019
Lactobacillus paracasei	1597	S	153	40	193	0.00005
Lactobacillus brevis	1580	S	101	1	102	0.00003
Lactobacillus delbrueckii	1584	S	80	2	82	0.00002
Lactobacillus sanfranciscensis	1625	S	80	0	80	0.00002
Lactobacillus sakei	1599	S	61	0	61	0.00002
Lactobacillus reuteri	1598	S	60	0	60	0.00002
Lactobacillus helveticus	1587	S	59	31	90	0.00002
Lactobacillus harbinensis	304207	S	52	0	52	0.00001
Lactobacillus frumenti	104955	S	51	0	51	0.00001
Lactobacillus kefiri	33962	S	42	0	42	0.00001
Lactobacillus acidophilus	1579	S	31	9	40	0.00001
Lactobacillus gastricus	227942	S	22	0	22	0.00001
Lactobacillus mucosae	97478	S	20	0	20	0.00000
Lactobacillus paracollinoides	240427	S	18	0	18	0.00000
Lactobacillus salivarius	1624	S	17	0	17	0.00000
Lactobacillus gasseri	1596	S	15	38	53	0.00001
Lactobacillus johnsonii	33959	S	14	0	14	0.00000
Lactobacillus backii	375175	S	13	0	13	0.00000
Lactobacillus pontis	35787	S	12	0	12	0.00000
Lactobacillus coryniformis	1610	S	12	0	12	0.00000
Lactobacillus jinshani	1720083	S	10	0	10	0.00000
Lactobacillus paraplantarum	60520	S	9	0	9	0.00000
Lactobacillus hordei	468911	S	8	0	8	0.00000
Lactobacillus ruminis	1623	S	7	0	7	0.00000
Lactobacillus rossiae	231049	S	7	0	7	0.00000
Lactobacillus nagelii	82688	S	7	0	7	0.00000
Lactobacillus curvatus	28038	S	5	0	5	0.00000
Lactobacillus rhamnosus	47715	S	5	4	9	0.00000
Lactobacillus kefiranofaciens	267818	S	5	0	5	0.00000
Lactobacillus hokkaidonensis	1193095	S	4	0	4	0.00000
Lactobacillus nenjiangensis	1296540	S	4	0	4	0.00000
Lactobacillus acidipiscis	89059	S	4	0	4	0.00000
Lactobacillus sp. D1501	2108362	S	2	6	8	0.00000
Lactobacillus sp. BHWM-4	2419772	S	1	0	1	0.00000
Lactobacillus sp. C25	2692757	S	1	0	1	0.00000
Lactobacillus bifermentans	1607	S	4	0	4	0.00000
Lactobacillus acetotolerans	1600	S	4	0	4	0.00000
Lactobacillus buchneri	1581	S	3	0	3	0.00000
Lactobacillus malefermentans	176292	S	3	0	3	0.00000
Lactobacillus iners	147802	S	3	0	3	0.00000
Lactobacillus mali	1618	S	3	0	3	0.00000
Lactobacillus manihotivorans	88233	S	3	0	3	0.00000
Lactobacillus paralimentarius	83526	S	3	0	3	0.00000
Lactobacillus crispatus	47770	S	3	0	3	0.00000
Lactobacillus graminis	60519	S	3	0	3	0.00000
Lactobacillus vaginalis	1633	S	2	0	2	0.00000
Lactobacillus pentosus	1589	S	2	0	2	0.00000
Lactobacillus jensenii	109790	S	2	1	3	0.00000
Lactobacillus hilgardii	1588	S	2	0	2	0.00000
Lactobacillus gallinarum	52242	S	2	0	2	0.00000
Lactobacillus fructivorans	1614	S	2	0	2	0.00000
Lactobacillus amylophilus	1603	S	1	0	1	0.00000
Lactobacillus bombi	1303590	S	1	0	1	0.00000
Lactobacillus crustorum	392416	S	1	0	1	0.00000
Lactobacillus koreensis	637971	S	1	0	1	0.00000
Lactobacillus oligofermentans	293371	S	1	0	1	0.00000
Lactobacillus agilis	1601	S	1	0	1	0.00000
Lactobacillus futsaii	938155	S	1	0	1	0.00000
Lactobacillus curieae	1138822	S	1	0	1	0.00000
Lactobacillus kunkeei	148814	S	1	0	1	0.00000
Lactobacillus lindneri	53444	S	1	0	1	0.00000
Lactobacillus dextrinicus	51664	S	1	0	1	0.00000
Lactobacillus murinus	1622	S	1	0	1	0.00000
Lactobacillus amylovorus	1604	S	1	0	1	0.00000
Lactobacillus zymae	267363	S	1	0	1	0.00000
Pediococcus acidilactici	1254	S	42	1	43	0.00001
Pediococcus pentosaceus	1255	S	13	1	14	0.00000
Pediococcus damnosus	51663	S	9	1	10	0.00000
Pediococcus claussenii	187452	S	2	0	2	0.00000
Pediococcus inopinatus	114090	S	1	0	1	0.00000
Enterococcus faecalis	1351	S	252716	5842	258558	0.06387
Enterococcus faecium	1352	S	269	215	484	0.00012
Enterococcus avium	33945	S	81	1	82	0.00002
Enterococcus mundtii	53346	S	29	0	29	0.00001
Enterococcus sp. DA9	2603296	S	25	42	67	0.00002
Enterococcus wangshanyuanii	2005703	S	17	0	17	0.00000
Enterococcus cecorum	44008	S	7	0	7	0.00000
Enterococcus hirae	1354	S	6	0	6	0.00000
Enterococcus gilvus	160453	S	6	0	6	0.00000
Enterococcus saigonensis	1805431	S	5	0	5	0.00000
Enterococcus durans	53345	S	4	0	4	0.00000
Enterococcus thailandicus	417368	S	1	0	1	0.00000
Tetragenococcus halophilus	51669	S	17	1	18	0.00000
Tetragenococcus koreensis	290335	S	11	0	11	0.00000
Tetragenococcus osmophilus	526944	S	11	2	13	0.00000
Vagococcus sp. HDW17B	2714947	S	12	2	14	0.00000
Vagococcus sp. HDW17A	2714946	S	3	0	3	0.00000
Vagococcus sp. CF-49	2562451	S	2	1	3	0.00000
Vagococcus sp. MN-17	2571750	S	1	0	1	0.00000
Vagococcus teuberi	519472	S	4	1	5	0.00000
Vagococcus penaei	633807	S	4	1	5	0.00000
Melissococcus plutonius	33970	S	13	0	13	0.00000
Streptococcus suis	1307	S	96	1	97	0.00002
Streptococcus mitis	28037	S	72	0	72	0.00002
Streptococcus pyogenes	1314	S	58	0	58	0.00001
Streptococcus thermophilus	1308	S	52	55	107	0.00003
Streptococcus agalactiae	1311	S	52	6	58	0.00001
Streptococcus cristatus	45634	S	26	0	26	0.00001
Streptococcus pneumoniae	1313	S	19	1	20	0.00000
Streptococcus oralis	1303	S	18	0	18	0.00000
Streptococcus constellatus	76860	S	15	167	182	0.00005
Streptococcus intermedius	1338	S	1	0	1	0.00000
Streptococcus sp. A12	1759399	S	8	0	8	0.00000
Streptococcus sp. LPB0220	2610896	S	2	0	2	0.00000
Streptococcus sp. FDAARGOS_522	2420310	S	2	2	4	0.00000
Streptococcus sp. I-G2	1156431	S	1	0	1	0.00000
Streptococcus sp. 1643	2576376	S	1	0	1	0.00000
Streptococcus sp. NPS 308	1902136	S	1	0	1	0.00000
Streptococcus salivarius	1304	S	8	0	8	0.00000
Streptococcus sobrinus	1310	S	6	0	6	0.00000
Streptococcus equi	1336	S	4	0	4	0.00000
Streptococcus dysgalactiae	1334	S	2	0	2	0.00000
Streptococcus gordonii	1302	S	4	0	4	0.00000
Streptococcus iniae	1346	S	3	0	3	0.00000
Streptococcus sanguinis	1305	S	3	0	3	0.00000
Streptococcus australis	113107	S	3	0	3	0.00000
Streptococcus mutans	1309	S	2	0	2	0.00000
Streptococcus gallolyticus	315405	S	1	0	1	0.00000
Streptococcus pseudopneumoniae	257758	S	1	0	1	0.00000
Streptococcus uberis	1349	S	1	0	1	0.00000
Streptococcus urinalis	149016	S	1	0	1	0.00000
Streptococcus gwangjuense	1433513	S	1	0	1	0.00000
Streptococcus pantholopis	1811193	S	1	0	1	0.00000
Streptococcus infantarius	102684	S	1	0	1	0.00000
Lactococcus piscium	1364	S	10	6	16	0.00000
Lactococcus lactis	1358	S	7	10	17	0.00000
Lactococcus raffinolactis	1366	S	4	6	10	0.00000
Lactococcus garvieae	1363	S	1	2	3	0.00000
Carnobacterium sp. CP1	1564681	S	58	5	63	0.00002
Carnobacterium maltaromaticum	2751	S	7	0	7	0.00000
Carnobacterium divergens	2748	S	4	0	4	0.00000
Dolosigranulum pigrum	29394	S	12	0	12	0.00000
Jeotgalibaca porci	1868793	S	4	0	4	0.00000
Jeotgalibaca ciconiae	2496265	S	1	0	1	0.00000
Marinilactibacillus sp. 15R	1911586	S	2	0	2	0.00000
Leuconostoc gelidum	1244	S	14	0	14	0.00000
Leuconostoc mesenteroides	1245	S	4	0	4	0.00000
Leuconostoc lactis	1246	S	2	0	2	0.00000
Weissella cryptocerci	2506420	S	5	0	5	0.00000
Weissella hellenica	46256	S	3	0	3	0.00000
Weissella cibaria	137591	S	3	0	3	0.00000
Weissella jogaejeotgali	1631871	S	2	0	2	0.00000
Weissella paramesenteroides	1249	S	1	0	1	0.00000
Oenococcus oeni	1247	S	1	0	1	0.00000
Oenococcus kitaharae	336988	S	1	0	1	0.00000
Oenococcus sicerae	2203724	S	1	0	1	0.00000
Aerococcus urinaehominis	128944	S	11	5	16	0.00000
Aerococcus sanguinicola	119206	S	3	1	4	0.00000
Aerococcus urinae	1376	S	2	0	2	0.00000
Abiotrophia defectiva	46125	S	3	0	3	0.00000
Suicoccus acidiformans	2036206	S	2	0	2	0.00000
Peptostreptococcaceae bacterium oral taxon 929	2081703	S	278	3	281	0.00007
Filifactor alocis	143361	S	43	0	43	0.00001
Clostridioides difficile	1496	S	2	5	7	0.00000
Clostridium botulinum	1491	S	47	2	49	0.00001
Clostridium sp. JN-1	2483110	S	14	0	14	0.00000
Clostridium sp. SY8519	1042156	S	2	0	2	0.00000
Clostridium sp. MF28	1702238	S	2	1	3	0.00000
Clostridium sp. AWRP	2212991	S	2	0	2	0.00000
Clostridium sp. JN500901	2068654	S	1	0	1	0.00000
Clostridium tetani	1513	S	12	0	12	0.00000
Clostridium argentinense	29341	S	2	0	2	0.00000
Clostridium carboxidivorans	217159	S	1	0	1	0.00000
Clostridium butyricum	1492	S	1	0	1	0.00000
Clostridium aceticum	84022	S	1	0	1	0.00000
Clostridium baratii	1561	S	1	0	1	0.00000
Crassaminicella sp. SY095	2599308	S	7	0	7	0.00000
Desulfitobacterium dehalogenans	36854	S	24	0	24	0.00001
Desulfitobacterium metallireducens	142877	S	4	0	4	0.00000
Desulfotomaculum nigrificans	1565	S	2	0	2	0.00000
Desulfosporosinus meridiei	79209	S	2	0	2	0.00000
Ruminococcus champanellensis	1161942	S	21	0	21	0.00001
Ruminococcus sp. JE7A12	2564099	S	2	0	2	0.00000
Caproiciproducens sp. NJN-50	2507162	S	4	0	4	0.00000
Faecalibacterium prausnitzii	853	S	3	0	3	0.00000
Ethanoligenens harbinense	253239	S	1	0	1	0.00000
Heliorestis convoluta	356322	S	7	2	9	0.00000
Aminipila sp. JN-18	2507160	S	3	1	4	0.00000
Flintibacter sp. KGMB00164	2610895	S	4	0	4	0.00000
Roseburia hominis	301301	S	4	3	7	0.00000
Herbinix luporum	1679721	S	1	0	1	0.00000
[Eubacterium] cellulosolvens	29322	S	2	0	2	0.00000
Acetobacterium woodii	33952	S	1	0	1	0.00000
Symbiobacterium thermophilum	2734	S	2	0	2	0.00000
Hungateiclostridium saccincola	1677857	S	2	1	3	0.00000
Oscillibacter valericigenes	351091	S	1	0	1	0.00000
Christensenella sp. Marseille-P3954	2086585	S	1	0	1	0.00000
Caldicellulosiruptor saccharolyticus	44001	S	2	0	2	0.00000
Thermoanaerobacter kivui	2325	S	1	0	1	0.00000
Mahella australiensis	252966	S	1	1	2	0.00000
Finegoldia magna	1260	S	43	0	43	0.00001
Peptoniphilus harei	54005	S	31	0	31	0.00001
Anaerococcus mediterraneensis	1870984	S	2	0	2	0.00000
Murdochiella vaginalis	1852373	S	1	0	1	0.00000
Ezakiella massiliensis	1852374	S	15	0	15	0.00000
Dialister hominis	2582419	S	20	42	62	0.00002
Veillonella sp. T1-7	2682456	S	4	1	5	0.00000
Veillonella parvula	29466	S	3	0	3	0.00000
Selenomonas ruminantium	971	S	3	2	5	0.00000
Selenomonas sp. oral taxon 136	713030	S	1	1	2	0.00000
Selenomonas sputigena	69823	S	1	0	1	0.00000
Intestinibaculum porci	2487118	S	1	1	2	0.00000
Limnochorda pilosa	1555112	S	1	0	1	0.00000
Cutibacterium acnes	1747	S	40269	457	40726	0.01006
Cutibacterium granulosum	33011	S	335	7	342	0.00008
Cutibacterium avidum	33010	S	163	3	166	0.00004
Tessaracoccus flavus	1610493	S	9	0	9	0.00000
Tessaracoccus flavescens	399497	S	5	0	5	0.00000
Tessaracoccus aquimaris	1332264	S	1	0	1	0.00000
Microlunatus sp. Gsoil 973	2672569	S	10	0	10	0.00000
Microlunatus soli	630515	S	3	0	3	0.00000
Microlunatus phosphovorus	29405	S	1	0	1	0.00000
Pseudopropionibacterium propionicum	1750	S	11	0	11	0.00000
Raineyella sp. CBA3103	2662261	S	10	0	10	0.00000
Acidipropionibacterium virtanenii	2057246	S	6	0	6	0.00000
Acidipropionibacterium jensenii	1749	S	2	0	2	0.00000
Propioniciclava sp. HDW11	2714937	S	7	0	7	0.00000
Propionibacterium australiense	119981	S	2	0	2	0.00000
Nocardioides sp. dk884	2662361	S	27	5	32	0.00001
Nocardioides sp. CF8	110319	S	19	6	25	0.00001
Nocardioides sp. HDW12B	2714939	S	11	1	12	0.00000
Nocardioides sp. JQ2195	2592334	S	10	0	10	0.00000
Nocardioides sp. S-1144	2582905	S	9	1	10	0.00000
Nocardioides sp. R-3366	2712223	S	7	0	7	0.00000
Nocardioides sp. zg-579	2663857	S	6	1	7	0.00000
