name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Burkholderia sp. MSMB0266	1637837	S	6	10	16	0.00000
Burkholderia sp. MSMB617WGS	1637831	S	4	9	13	0.00000
Burkholderia sp. MSMB1588	1636423	S	3	21	24	0.00001
Burkholderia mallei	13373	S	1	7	8	0.00000
Burkholderia gladioli	28095	S	422	20	442	0.00012
Burkholderia glumae	337	S	192	17	209	0.00006
Burkholderia plantarii	41899	S	146	12	158	0.00004
Burkholderia insecticola	758793	S	84	1	85	0.00002
Paraburkholderia sp. DHF22	2571748	S	166	13	179	0.00005
Paraburkholderia sp. 7MH5	2547399	S	155	14	169	0.00004
Paraburkholderia sp. 7Q-K02	2571747	S	126	13	139	0.00004
Paraburkholderia sp. SOS3	1926494	S	90	1	91	0.00002
Paraburkholderia sp. Msb3	2604047	S	77	62	139	0.00004
Paraburkholderia sp. CCGE1002	640511	S	67	7	74	0.00002
Paraburkholderia aromaticivorans	2026199	S	159	52	211	0.00006
Paraburkholderia caribensis	75105	S	128	53	181	0.00005
Paraburkholderia megapolitana	420953	S	90	1	91	0.00002
Paraburkholderia sprentiae	948107	S	83	7	90	0.00002
Paraburkholderia fungorum	134537	S	77	10	87	0.00002
Paraburkholderia terricola	169427	S	76	9	85	0.00002
Paraburkholderia phymatum	148447	S	68	27	95	0.00002
Paraburkholderia phytofirmans	261302	S	67	27	94	0.00002
Paraburkholderia graminis	60548	S	63	9	72	0.00002
Paraburkholderia caffeinilytica	1761016	S	61	9	70	0.00002
Paraburkholderia phenoliruptrix	252970	S	60	23	83	0.00002
Paraburkholderia hospita	169430	S	60	48	108	0.00003
Paraburkholderia dokdonella	2211211	S	60	7	67	0.00002
Paraburkholderia xenovorans	36873	S	60	45	105	0.00003
Paraburkholderia caledonica	134536	S	57	5	62	0.00002
Paraburkholderia terrae	311230	S	48	53	101	0.00003
Pandoraea pnomenusa	93220	S	211	33	244	0.00006
Pandoraea norimbergensis	93219	S	158	10	168	0.00004
Pandoraea apista	93218	S	149	34	183	0.00005
Pandoraea pulmonicola	93221	S	127	12	139	0.00004
Pandoraea thiooxydans	445709	S	126	1	127	0.00003
Pandoraea sp. XY-2	2518599	S	120	12	132	0.00003
Pandoraea vervacti	656178	S	93	23	116	0.00003
Pandoraea oxalativorans	573737	S	77	35	112	0.00003
Pandoraea faecigallinarum	656179	S	76	14	90	0.00002
Pandoraea fibrosis	1891094	S	70	21	91	0.00002
Pandoraea sputorum	93222	S	62	23	85	0.00002
Lautropia mirabilis	47671	S	187	2	189	0.00005
Chitinimonas arctica	2594795	S	102	0	102	0.00003
Paraburkholderia rhizoxinica	412963	S	60	0	60	0.00002
Polynucleobacter necessarius	576610	S	22	0	22	0.00001
Polynucleobacter sp. LimPoW16	1743162	S	9	0	9	0.00000
Polynucleobacter sp. MWH-UH21B	1743174	S	5	0	5	0.00000
Polynucleobacter paneuropaeus	2527775	S	8	0	8	0.00000
Polynucleobacter acidiphobus	556053	S	6	0	6	0.00000
Polynucleobacter difficilis	556054	S	4	0	4	0.00000
Polynucleobacter asymbioticus	576611	S	1	0	1	0.00000
Polynucleobacter duraquae	1835254	S	1	0	1	0.00000
Caballeronia sp. SBC2	2705547	S	4	29	33	0.00001
Caballeronia sp. SBC1	2705548	S	1	9	10	0.00000
Limnobacter sp. SAORIC-580	2732163	S	24	0	24	0.00001
Ephemeroptericola cinctiostellae	2268024	S	12	0	12	0.00000
Mycoavidus cysteinexigens	1553431	S	1	0	1	0.00000
Acidovorax citrulli	80869	S	99789	13110	112899	0.02961
Acidovorax sp. 16-35-5	2743470	S	759	92	851	0.00022
Acidovorax sp. JMULE5	2518343	S	724	75	799	0.00021
Acidovorax sp. KKS102	358220	S	691	142	833	0.00022
Acidovorax sp. 1608163	2478662	S	604	31	635	0.00017
Acidovorax sp. RAC01	1842533	S	571	114	685	0.00018
Acidovorax sp. HDW3	2714923	S	566	32	598	0.00016
Acidovorax sp. T1	1858609	S	411	199	610	0.00016
Acidovorax sp. JS42	232721	S	153	848	1001	0.00026
Acidovorax avenae	80867	S	1672	61	1733	0.00045
Acidovorax carolinensis	553814	S	783	121	904	0.00024
Acidovorax cattleyae	80868	S	457	12	469	0.00012
Acidovorax ebreus	721785	S	94	379	473	0.00012
Variovorax sp. HW608	1034889	S	1083	23	1106	0.00029
Variovorax sp. PMC12	2126319	S	936	162	1098	0.00029
Variovorax sp. PAMC 28711	1795631	S	690	20	710	0.00019
Variovorax sp. WDL1	207745	S	657	306	963	0.00025
Variovorax sp. RA8	662548	S	651	120	771	0.00020
Variovorax sp. PBS-H4	434008	S	633	81	714	0.00019
Variovorax sp. PBL-H6	434009	S	582	429	1011	0.00027
Variovorax sp. PBL-E5	434014	S	287	539	826	0.00022
Variovorax sp. SRS16	282217	S	269	450	719	0.00019
Variovorax paradoxus	34073	S	3525	1011	4536	0.00119
Variovorax boronicumulans	436515	S	575	341	916	0.00024
Hydrogenophaga sp. BA0156	2716225	S	1731	259	1990	0.00052
Hydrogenophaga sp. PBC	795665	S	1602	219	1821	0.00048
Hydrogenophaga sp. BPS33	2651974	S	944	127	1071	0.00028
Hydrogenophaga sp. RAC07	1842537	S	942	290	1232	0.00032
Hydrogenophaga sp. PBL-H3	434010	S	891	296	1187	0.00031
Hydrogenophaga sp. PAMC20947	2565558	S	411	6	417	0.00011
Hydrogenophaga sp. NH-16	2184519	S	360	647	1007	0.00026
Hydrogenophaga pseudoflava	47421	S	412	606	1018	0.00027
Hydrogenophaga crassostreae	1763535	S	352	3	355	0.00009
Comamonas aquatica	225991	S	1751	77	1828	0.00048
Comamonas testosteroni	285	S	715	371	1086	0.00028
Comamonas serinivorans	1082851	S	703	15	718	0.00019
Comamonas sp. NLF-7-7	2597701	S	584	79	663	0.00017
Comamonas kerstersii	225992	S	303	14	317	0.00008
Comamonas thiooxydans	363952	S	184	232	416	0.00011
Rhodoferax sp. BAB1	2741720	S	1118	66	1184	0.00031
Rhodoferax koreense	1842727	S	1102	67	1169	0.00031
Rhodoferax sediminis	2509614	S	785	31	816	0.00021
Rhodoferax saidenbachensis	1484693	S	444	17	461	0.00012
Rhodoferax ferrireducens	192843	S	348	11	359	0.00009
Rhodoferax antarcticus	81479	S	261	10	271	0.00007
Ramlibacter tataouinensis	94132	S	2628	71	2699	0.00071
Delftia tsuruhatensis	180282	S	533	386	919	0.00024
Delftia acidovorans	80866	S	240	633	873	0.00023
Delftia sp. Cs1-4	742013	S	99	209	308	0.00008
Delftia sp. HK171	1920191	S	88	203	291	0.00008
Polaromonas sp. JS666	296591	S	596	13	609	0.00016
Polaromonas sp. SP1	2268087	S	1	728	729	0.00019
Polaromonas naphthalenivorans	216465	S	624	31	655	0.00017
Polaromonas vacuolata	37448	S	60	5	65	0.00002
Diaphorobacter sp. HDW4B	2714925	S	461	25	486	0.00013
Diaphorobacter sp. HDW4A	2714924	S	435	63	498	0.00013
Diaphorobacter sp. JS3050	2735554	S	122	783	905	0.00024
Diaphorobacter polyhydroxybutyrativorans	1546149	S	198	647	845	0.00022
Alicycliphilus denitrificans	179636	S	1079	436	1515	0.00040
Ottowia oryzae	2109914	S	791	18	809	0.00021
Ottowia sp. oral taxon 894	1658672	S	236	2	238	0.00006
Hylemonella gracilis	80880	S	883	12	895	0.00023
Serpentinomonas mccroryi	1458426	S	351	22	373	0.00010
Serpentinomonas raichei	1458425	S	344	21	365	0.00010
Pulveribacter suum	2116657	S	715	26	741	0.00019
Melaminivora sp. SC2-9	2109913	S	625	51	676	0.00018
Verminephrobacter eiseniae	364317	S	504	2	506	0.00013
Limnohabitans sp. 63ED37-2	1678128	S	334	12	346	0.00009
Limnohabitans sp. 103DPR2	1678129	S	79	2	81	0.00002
Simplicispira suum	2109915	S	407	23	430	0.00011
Curvibacter sp. AEP1-3	1844971	S	311	4	315	0.00008
Candidatus Symbiobacter mobilis	1436290	S	137	0	137	0.00004
Mitsuaria sp. 7	1658665	S	7659	825	8484	0.00223
Roseateles depolymerans	76731	S	6309	849	7158	0.00188
Paucibacter sp. KCTC 42545	1768242	S	5091	744	5835	0.00153
Methylibium petroleiphilum	105560	S	1451	933	2384	0.00063
Methylibium sp. Pch-M	2082386	S	1413	1028	2441	0.00064
Rubrivivax gelatinosus	28068	S	4060	450	4510	0.00118
[Polyangium] brachysporum	413882	S	3675	194	3869	0.00101
Rhizobacter gummiphilus	946333	S	3672	286	3958	0.00104
Inhella inkyongensis	392593	S	3650	363	4013	0.00105
Leptothrix cholodnii	34029	S	3092	281	3373	0.00088
Sphaerotilus natans	34103	S	2589	331	2920	0.00077
Aquabacterium olei	1296669	S	2119	241	2360	0.00062
Thiomonas sp. X19	1050370	S	474	107	581	0.00015
Thiomonas intermedia	926	S	383	130	513	0.00013
Thiomonas arsenitoxydans	426114	S	64	111	175	0.00005
Xylophilus sp. KACC 21265	2697032	S	1071	66	1137	0.00030
Massilia sp. WG5	1707785	S	480	247	727	0.00019
Massilia sp. YMA4	1593482	S	384	137	521	0.00014
Massilia sp. NR 4-1	1678028	S	370	38	408	0.00011
Massilia putida	1141883	S	523	207	730	0.00019
Massilia oculi	945844	S	487	47	534	0.00014
Massilia albidiflava	321983	S	451	122	573	0.00015
Massilia flava	871742	S	425	43	468	0.00012
Massilia lutea	321985	S	384	73	457	0.00012
Massilia umbonata	864828	S	355	91	446	0.00012
Massilia armeniaca	2072590	S	322	111	433	0.00011
Massilia violaceinigra	2045208	S	314	23	337	0.00009
Massilia plicata	321984	S	276	39	315	0.00008
Herbaspirillum seropedicae	964	S	351	76	427	0.00011
Herbaspirillum robiniae	2014887	S	302	31	333	0.00009
Herbaspirillum rubrisubalbicans	80842	S	264	73	337	0.00009
Herbaspirillum huttiense	863372	S	187	44	231	0.00006
Herbaspirillum hiltneri	341045	S	153	7	160	0.00004
Herbaspirillum sp. meg3	2025949	S	80	4	84	0.00002
Janthinobacterium sp. 1_2014MBL_MicDiv	1644131	S	206	57	263	0.00007
Janthinobacterium sp. 17J80-10	2497863	S	132	5	137	0.00004
Janthinobacterium sp. LM6	1938606	S	89	49	138	0.00004
Janthinobacterium sp. SNU WT3	2590869	S	80	52	132	0.00003
Janthinobacterium sp. Marseille	375286	S	50	19	69	0.00002
Janthinobacterium sp. B9-8	1236179	S	22	0	22	0.00001
Janthinobacterium agaricidamnosum	55508	S	265	128	393	0.00010
Janthinobacterium lividum	29581	S	122	60	182	0.00005
Janthinobacterium svalbardensis	368607	S	73	46	119	0.00003
Duganella sp. GN2-R2	2728020	S	501	82	583	0.00015
Duganella sp. AF9R3	2728021	S	302	33	335	0.00009
Collimonas fungivorans	158899	S	177	17	194	0.00005
Collimonas pratensis	279113	S	155	13	168	0.00004
Collimonas arenae	279058	S	109	7	116	0.00003
Noviherbaspirillum sp. UKPF54	2601898	S	144	4	148	0.00004
Undibacterium sp. YM2	2058625	S	45	5	50	0.00001
Undibacterium sp. KW1	2058624	S	25	3	28	0.00001
Undibacterium parvum	401471	S	30	1	31	0.00001
Herminiimonas arsenicoxydans	204773	S	40	11	51	0.00001
Herminiimonas arsenitoxidans	1809410	S	12	2	14	0.00000
Oxalobacter formigenes	847	S	5	0	5	0.00000
Burkholderiales bacterium JOSHI_001	864051	S	3116	25	3141	0.00082
Burkholderiales bacterium GJ-E10	1469502	S	115	0	115	0.00003
Burkholderiales bacterium YL45	1834205	S	1	0	1	0.00000
Sutterella megalosphaeroides	2494234	S	18	0	18	0.00000
Sutterella faecalis	2584944	S	12	0	12	0.00000
Azoarcus sp. DD4	2027405	S	215	12	227	0.00006
Azoarcus sp. M9-3-2	2016596	S	197	1	198	0.00005
Azoarcus sp. DN11	356837	S	153	25	178	0.00005
Azoarcus sp. KH32C	748247	S	130	1	131	0.00003
Azoarcus sp. SY39	2067960	S	129	1	130	0.00003
Azoarcus sp. CIB	198107	S	104	16	120	0.00003
Azoarcus sp. BH72	62928	S	39	96	135	0.00004
Azoarcus communis	41977	S	137	4	141	0.00004
Azoarcus olearius	418699	S	40	96	136	0.00004
Thauera sp. K11	2005884	S	236	10	246	0.00006
Thauera sp. MZ1T	85643	S	209	34	243	0.00006
Thauera humireducens	1134435	S	157	8	165	0.00004
Thauera aromatica	59405	S	72	20	92	0.00002
Thauera hydrothermalis	2184083	S	49	61	110	0.00003
Thauera chlorobenzoica	96773	S	40	13	53	0.00001
Zoogloeaceae bacteirum Par-f-2	2080469	S	35	40	75	0.00002
Rhodocyclaceae bacterium	1898103	S	175	129	304	0.00008
Dechlorosoma suillum	146939	S	35	44	79	0.00002
Azospira sp. I09	1765049	S	32	38	70	0.00002
Oryzomicrobium terrae	1735038	S	133	6	139	0.00004
Aromatoleum aromaticum	551760	S	109	0	109	0.00003
Dechloromonas aromatica	259537	S	154	5	159	0.00004
Dechloromonas sp. HYN0024	2231055	S	48	1	49	0.00001
Sterolibacteriaceae bacterium M52	2496847	S	201	22	223	0.00006
Sterolibacteriaceae bacterium J5B	2211108	S	51	2	53	0.00001
Methyloversatilis sp. RAC08	1842540	S	197	1	198	0.00005
Denitratisoma sp. DHT3	1981880	S	116	14	130	0.00003
Sulfuritalea hydrogenivorans	748811	S	78	0	78	0.00002
Sterolibacterium denitrificans	157592	S	52	0	52	0.00001
Sulfuritortus calidifontis	1914471	S	421	34	455	0.00012
Thiobacillus denitrificans	36861	S	92	0	92	0.00002
Sulfuriferula sp. AH1	1985873	S	233	5	238	0.00006
Sulfuriferula plumbiphila	171865	S	63	0	63	0.00002
Sulfuriferula nivalis	2675298	S	10	0	10	0.00000
Sulfuricella denitrificans	649841	S	32	0	32	0.00001
Sideroxydans lithotrophicus	63745	S	23	2	25	0.00001
Ferriphaselus amnicola	1188319	S	15	1	16	0.00000
Gallionella capsiferriformans	370405	S	8	0	8	0.00000
Candidatus Nitrotoga sp. AM1P	2559597	S	7	0	7	0.00000
Nitrosomonadales bacterium 0125_3	2732067	S	185	1	186	0.00005
Nitrosomonadales bacterium Swamp67	2732487	S	158	1	159	0.00004
Nitrosomonadales bacterium skT11	2715678	S	43	1	44	0.00001
Methylobacillus flagellatus	405	S	160	5	165	0.00004
Methylovorus sp. MP688	887061	S	11	9	20	0.00001
Methylovorus glucosotrophus	266009	S	7	5	12	0.00000
Methylophilus sp. TWE2	1662285	S	10	0	10	0.00000
Methylophilus medardicus	2588534	S	9	0	9	0.00000
Methylotenera mobilis	359408	S	3	0	3	0.00000
Methylotenera versatilis	1055487	S	2	0	2	0.00000
Candidatus Methylopumilus planktonicus	1581557	S	1	0	1	0.00000
Candidatus Methylopumilus turicensis	1581680	S	1	0	1	0.00000
Nitrosomonas europaea	915	S	9	0	9	0.00000
Nitrosomonas sp. Is79A3	261292	S	9	0	9	0.00000
Nitrosomonas eutropha	916	S	8	0	8	0.00000
Nitrosomonas stercoris	1444684	S	3	0	3	0.00000
Nitrosomonas communis	44574	S	2	0	2	0.00000
Nitrosomonas ureae	44577	S	1	0	1	0.00000
Nitrosospira multiformis	1231	S	11	0	11	0.00000
Nitrosospira briensis	35799	S	10	0	10	0.00000
Nitrosospira lacus	1288494	S	6	0	6	0.00000
Chromobacterium sp. ATCC 53434	2059672	S	90	12	102	0.00003
Chromobacterium sp. 257-1	2605945	S	50	8	58	0.00002
Chromobacterium sp. IIBBL 112-1	2202141	S	10	40	50	0.00001
Chromobacterium sp. IIBBL 274-1	2202142	S	8	32	40	0.00001
Chromobacterium vaccinii	1108595	S	123	23	146	0.00004
Chromobacterium violaceum	536	S	118	32	150	0.00004
Chromobacterium rhizoryzae	1778675	S	16	102	118	0.00003
Chromobacterium haemolyticum	394935	S	6	36	42	0.00001
Iodobacter sp. H11R3	2496266	S	4	0	4	0.00000
Aquitalea sp. THG-DN7.12	1537400	S	34	8	42	0.00001
Aquitalea sp. USM4	1590041	S	14	9	23	0.00001
Aquitalea magnusonii	332411	S	37	20	57	0.00001
Aquitalea denitrificans	519081	S	16	7	23	0.00001
Vogesella sp. LIG4	1192162	S	131	5	136	0.00004
Pseudogulbenkiania sp. NH8B	748280	S	123	14	137	0.00004
Jeongeupia sp. USM3	1906741	S	120	4	124	0.00003
Laribacter hongkongensis	168471	S	97	8	105	0.00003
Microvirgula aerodenitrificans	57480	S	83	3	86	0.00002
Aquaspirillum sp. LM1	1938604	S	53	1	54	0.00001
Deefgea sp. D17	2739061	S	15	1	16	0.00000
Chitinibacter sp. 2T18	2739434	S	10	0	10	0.00000
Vitreoscilla filiformis	63	S	404	4	408	0.00011
Neisseria sp. KEM232	655307	S	40	2	42	0.00001
Neisseria sp. oral taxon 014	641148	S	13	3	16	0.00000
Neisseria chenwenguii	1853278	S	15	1	16	0.00000
Neisseria elongata	495	S	11	3	14	0.00000
Neisseria lactamica	486	S	6	14	20	0.00001
Neisseria meningitidis	487	S	6	7	13	0.00000
Neisseria cinerea	483	S	4	2	6	0.00000
Neisseria animaloris	326522	S	4	0	4	0.00000
Neisseria animalis	492	S	4	0	4	0.00000
Neisseria canis	493	S	4	0	4	0.00000
Neisseria subflava	28449	S	4	1	5	0.00000
Neisseria brasiliensis	2666100	S	3	0	3	0.00000
Neisseria gonorrhoeae	485	S	3	2	5	0.00000
Neisseria flavescens	484	S	1	0	1	0.00000
Chitinolyticbacter meiyuanensis	682798	S	103	2	105	0.00003
Crenobacter cavernae	2290923	S	86	8	94	0.00002
Eikenella corrodens	539	S	13	7	20	0.00001
Eikenella exigua	2528037	S	3	2	5	0.00000
Neisseriaceae bacterium DSM 100970	2052837	S	2	0	2	0.00000
Simonsiella muelleri	72	S	1	0	1	0.00000
Casimicrobium huifangae	2591109	S	123	3	126	0.00003
Candidatus Accumulibacter phosphatis	327160	S	104	0	104	0.00003
Candidatus Kinetoplastibacterium oncopeltii	994696	S	1	0	1	0.00000
Betaproteobacteria bacterium GR16-43	1904640	S	185	1	186	0.00005
Mesorhizobium australicum	536018	S	318484	29130	347614	0.09116
Mesorhizobium sp. WSM1497	278153	S	158	225	383	0.00010
Mesorhizobium sp. 8	2584466	S	118	1	119	0.00003
Mesorhizobium sp. NIBRBAC000500504	2725666	S	86	4	90	0.00002
Mesorhizobium sp. DCY119	2108445	S	71	0	71	0.00002
Mesorhizobium sp. M4B.F.Ca.ET.058.02.1.1	2493675	S	70	10	80	0.00002
Mesorhizobium sp. M1E.F.Ca.ET.045.02.1.1	2493672	S	70	24	94	0.00002
Mesorhizobium sp. M1B.F.Ca.ET.045.04.1.1	2493673	S	67	10	77	0.00002
Mesorhizobium sp. M3A.F.Ca.ET.080.04.2.1	2493676	S	64	10	74	0.00002
Mesorhizobium sp. Pch-S	2082387	S	61	0	61	0.00002
Mesorhizobium sp. AA22	1854057	S	49	11	60	0.00002
Mesorhizobium sp. M9A.F.Ca.ET.002.03.1.2	2493668	S	49	18	67	0.00002
Mesorhizobium sp. M7D.F.Ca.US.005.01.1.1	2493678	S	46	4	50	0.00001
Mesorhizobium sp. M2A.F.Ca.ET.043.05.1.1	2493671	S	43	19	62	0.00002
Mesorhizobium sp. NZP2077	2483404	S	43	2	45	0.00001
Mesorhizobium sp. M7A.F.Ce.TU.012.03.2.1	2493681	S	40	4	44	0.00001
Mesorhizobium sp. NZP2298	2483403	S	40	4	44	0.00001
Mesorhizobium sp. M1D.F.Ca.ET.043.01.1.1	2493669	S	35	18	53	0.00001
Mesorhizobium sp. M6A.T.Cr.TU.016.01.1.1	2493677	S	34	3	37	0.00001
Mesorhizobium sp. M2A.F.Ca.ET.043.02.1.1	2493670	S	19	49	68	0.00002
Mesorhizobium sp. M2A.F.Ca.ET.046.03.2.1	2493674	S	19	56	75	0.00002
Mesorhizobium sp. NZP2234	2483402	S	4	10	14	0.00000
Mesorhizobium loti	381	S	119	151	270	0.00007
Mesorhizobium oceanicum	1670800	S	111	1	112	0.00003
Mesorhizobium ciceri	39645	S	99	166	265	0.00007
Mesorhizobium opportunistum	593909	S	67	6	73	0.00002
Mesorhizobium amorphae	71433	S	55	0	55	0.00001
Mesorhizobium japonicum	2066070	S	55	10	65	0.00002
Mesorhizobium erdmanii	1777866	S	40	2	42	0.00001
Mesorhizobium huakuii	28104	S	10	15	25	0.00001
Aminobacter sp. MSH1	374606	S	88	5	93	0.00002
Aminobacter aminovorans	83263	S	83	4	87	0.00002
Nitratireductor sp. SY7	2599600	S	85	0	85	0.00002
Nitratireductor sp. OM-1	1756988	S	72	0	72	0.00002
Chelativorans sp. BNC1	266779	S	80	0	80	0.00002
Hoeflea sp. IMCC20628	1620421	S	40	1	41	0.00001
Hoeflea phototrophica	244596	S	35	1	36	0.00001
Roseitalea porphyridii	1852022	S	67	0	67	0.00002
Oricola sp. MEBiC13590	2742145	S	50	0	50	0.00001
Phyllobacterium zundukense	1867719	S	38	0	38	0.00001
Salaquimonas pukyongi	2712698	S	25	0	25	0.00001
Lentilitoribacter sp. Alg239-R112	2305987	S	3	0	3	0.00000
Bradyrhizobium sp. 323S2	1404649	S	22724	8504	31228	0.00819
Bradyrhizobium sp.	376	S	19623	7596	27219	0.00714
Bradyrhizobium sp. BTAi1	288000	S	12014	112	12126	0.00318
Bradyrhizobium sp. 1(2017)	1404888	S	1749	29	1778	0.00047
Bradyrhizobium sp. CCGE-LA001	1223566	S	1288	17	1305	0.00034
Bradyrhizobium sp. ORS 3257	167468	S	1253	14	1267	0.00033
Bradyrhizobium sp. LCT2	2493093	S	700	507	1207	0.00032
Bradyrhizobium sp. CCBAU 051011	858422	S	696	7	703	0.00018
